  QueueTimes | ServiceTimes | SojournTimes
       0.499 |        0.796 |        1.295
       0.379 |        0.891 |        1.271
       0.769 |        0.762 |        1.531
       1.224 |        0.775 |        1.999
       0.678 |        0.793 |        1.471
       0.448 |        6.743 |        7.191
       0.166 |        0.825 |        0.991
       0.160 |        1.028 |        1.187
       0.402 |        0.782 |        1.184
       0.142 |        0.802 |        0.944
       0.185 |        0.759 |        0.944
       1.116 |        0.735 |        1.852
       0.068 |        0.782 |        0.850
       1.314 |        0.775 |        2.088
       0.075 |        2.676 |        2.752
       0.183 |        0.940 |        1.124
       0.112 |        0.794 |        0.906
       0.246 |        0.796 |        1.042
       0.079 |        0.658 |        0.737
       0.186 |        1.013 |        1.199
       0.596 |        1.028 |        1.625
       0.098 |        0.780 |        0.878
       0.988 |        0.737 |        1.725
       0.170 |        1.043 |        1.213
       0.068 |        0.976 |        1.044
       1.425 |        1.015 |        2.440
       0.072 |        0.954 |        1.026
       0.618 |        0.967 |        1.586
       0.827 |        1.016 |        1.843
       1.482 |        0.952 |        2.434
       3.047 |        0.814 |        3.861
       0.598 |        8.658 |        9.256
       0.182 |        0.780 |        0.963
       1.009 |        0.719 |        1.728
       0.127 |        0.712 |        0.839
       2.881 |        0.817 |        3.698
       1.222 |        0.781 |        2.003
       0.648 |        0.840 |        1.488
       0.624 |        0.740 |        1.364
       0.173 |        0.810 |        0.982
       0.176 |        1.142 |        1.318
       0.079 |        1.002 |        1.081
       1.199 |        2.260 |        3.459
       0.178 |        1.088 |        1.266
       0.157 |        1.075 |        1.232
       0.141 |        0.850 |        0.990
       0.148 |        1.008 |        1.156
       0.085 |        0.999 |        1.085
       4.358 |        1.043 |        5.402
       4.394 |        0.934 |        5.328
       4.527 |        1.017 |        5.544
       5.768 |        0.979 |        6.748
       0.115 |        0.696 |        0.811
       0.147 |        1.034 |        1.181
       0.085 |        0.742 |        0.827
       1.856 |        0.785 |        2.641
       1.657 |        0.819 |        2.475
       0.382 |        0.729 |        1.111
       3.050 |        0.790 |        3.840
       2.192 |        0.757 |        2.949
       0.085 |        0.790 |        0.875
       1.222 |        0.783 |        2.005
       0.162 |        1.016 |        1.178
       0.250 |        0.707 |        0.957
       0.174 |        0.825 |        0.999
       0.175 |        0.903 |        1.078
       0.080 |        0.680 |        0.760
       0.589 |        0.733 |        1.322
       0.090 |        0.742 |        0.832
       0.161 |        1.053 |        1.213
       0.146 |        0.939 |        1.085
       0.126 |        0.678 |        0.803
       0.168 |        0.805 |        0.973
       0.164 |        0.753 |        0.918
       0.074 |        0.773 |        0.848
       0.080 |        0.822 |        0.902
       0.072 |        0.665 |        0.737
       0.834 |        0.604 |        1.439
       1.380 |        0.662 |        2.042
       0.605 |        0.638 |        1.243
       1.135 |        3.850 |        4.985
       0.075 |        0.603 |        0.678
       0.155 |        0.746 |        0.901
       0.131 |        0.785 |        0.916
       0.127 |        0.670 |        0.797
       0.169 |        1.079 |        1.248
       5.119 |        0.971 |        6.090
       5.990 |        0.950 |        6.941
       3.929 |        1.010 |        4.938
       3.561 |        1.018 |        4.579
       1.930 |        1.005 |        2.935
       9.841 |        0.927 |       10.768
       0.196 |        0.794 |        0.990
       0.149 |        0.817 |        0.966
       0.612 |        0.645 |        1.257
       0.114 |        0.722 |        0.836
       0.139 |        1.040 |        1.180
       0.140 |        1.025 |        1.164
       0.141 |        0.893 |        1.034
       0.132 |        1.101 |        1.233
       1.189 |        0.882 |        2.072
       0.094 |        1.128 |        1.222
       1.243 |        1.123 |        2.366
       2.366 |        0.790 |        3.156
       2.501 |        0.746 |        3.247
       0.610 |        0.709 |        1.319
       0.706 |        0.837 |        1.542
       0.084 |        0.762 |        0.846
       0.585 |        0.728 |        1.313
       0.163 |        0.997 |        1.159
       0.096 |        1.167 |        1.263
       0.171 |        1.051 |        1.222
       0.741 |        0.929 |        1.669
       0.900 |        0.939 |        1.838
       0.925 |        0.970 |        1.895
       0.072 |        0.974 |        1.045
       1.115 |        0.983 |        2.099
       4.469 |        3.326 |        7.794
       0.180 |        0.788 |        0.968
       0.169 |        0.940 |        1.109
       0.912 |        0.745 |        1.658
       0.292 |        0.794 |        1.086
       2.736 |        0.712 |        3.448
       1.503 |        0.784 |        2.287
       0.686 |        0.767 |        1.453
       0.163 |        0.882 |        1.046
       0.179 |        0.948 |        1.127
       0.149 |        0.768 |        0.917
       0.161 |        1.079 |        1.240
       1.034 |        1.030 |        2.065
       0.153 |        0.898 |        1.052
       1.092 |        0.835 |        1.927
       0.172 |        1.027 |        1.199
       0.136 |        0.961 |        1.097
       2.362 |        1.013 |        3.375
       0.272 |        0.927 |        1.198
       0.147 |        1.026 |        1.173
       0.178 |        1.042 |        1.219
       0.170 |        1.039 |        1.209
       0.079 |        0.773 |        0.852
       0.097 |        0.764 |        0.861
       0.169 |        0.943 |        1.111
       0.071 |        0.706 |        0.777
       1.489 |        0.787 |        2.276
       1.120 |        2.641 |        3.761
       0.175 |        0.854 |        1.029
       0.173 |        0.857 |        1.030
       0.305 |        0.794 |        1.099
       0.156 |        1.261 |        1.417
       2.365 |        1.056 |        3.421
       1.179 |        1.046 |        2.225
       2.932 |        2.179 |        5.111
       0.180 |        1.166 |        1.346
       1.058 |        1.110 |        2.168
       2.530 |        1.050 |        3.580
       2.554 |        0.809 |        3.363
       0.161 |        0.948 |        1.109
       0.851 |        0.780 |        1.632
       0.072 |        0.732 |        0.803
       1.369 |        1.707 |        3.076
       0.097 |        0.800 |        0.898
       0.168 |        0.602 |        0.770
       0.164 |        0.741 |        0.905
       0.774 |        0.795 |        1.570
       0.165 |        1.055 |        1.220
       0.390 |        0.750 |        1.140
       0.089 |        1.075 |        1.164
       0.166 |        2.442 |        2.608
       0.561 |        1.051 |        1.612
       0.126 |        0.730 |        0.856
       0.071 |        0.818 |        0.889
       0.756 |        0.744 |        1.500
       0.066 |        2.746 |        2.811
       0.165 |        3.849 |        4.015
       0.078 |        0.770 |        0.848
       0.270 |        0.820 |        1.090
       0.159 |        0.955 |        1.115
       0.167 |        0.771 |        0.938
       0.113 |        0.652 |        0.765
       0.333 |        0.680 |        1.013
       0.178 |        0.831 |        1.009
       0.191 |        0.780 |        0.971
       0.074 |        0.815 |        0.889
       0.729 |        0.823 |        1.552
       0.177 |        0.921 |        1.098
       0.160 |        0.808 |        0.968
       0.466 |        0.732 |        1.198
       0.598 |        0.760 |        1.358
       0.160 |        1.004 |        1.163
       0.815 |        0.809 |        1.625
       0.881 |        0.715 |        1.596
       1.616 |        0.815 |        2.431
       0.938 |        0.729 |        1.667
       0.744 |        0.723 |        1.467
       0.958 |        0.727 |        1.685
       0.974 |        0.808 |        1.782
       0.190 |        0.716 |        0.907
       0.098 |        0.882 |        0.980
       0.168 |        0.890 |        1.058
       1.136 |        0.771 |        1.906
       0.266 |        0.819 |        1.085
       0.141 |        0.785 |        0.925
       0.878 |        0.821 |        1.699
       0.155 |        0.881 |        1.036
       0.162 |        1.039 |        1.200
       0.906 |        0.803 |        1.708
       0.401 |        0.846 |        1.248
       3.334 |        0.867 |        4.202
       0.079 |        0.875 |        0.955
       0.165 |        0.820 |        0.985
       0.172 |        0.786 |        0.957
       0.165 |        0.850 |        1.015
       0.120 |        0.656 |        0.776
       0.197 |        0.630 |        0.827
       0.077 |        0.604 |        0.680
       0.077 |        0.591 |        0.668
       0.215 |        1.451 |        1.665
       0.172 |        1.050 |        1.222
       0.582 |        0.706 |        1.289
       0.090 |        0.733 |        0.823
       0.147 |        0.811 |        0.958
       0.570 |        0.642 |        1.213
       0.138 |        0.785 |        0.924
       0.108 |        0.836 |        0.944
       1.556 |        0.899 |        2.455
       0.143 |        1.016 |        1.159
       0.114 |        0.829 |        0.943
       0.163 |        0.924 |        1.087
       0.170 |        0.938 |        1.109
       1.049 |        0.870 |        1.919
       0.079 |        0.917 |        0.997
       0.076 |        0.887 |        0.963
       1.076 |        0.930 |        2.007
       0.171 |        0.972 |        1.143
       0.156 |        1.017 |        1.173
       2.048 |        0.913 |        2.961
       2.614 |        0.909 |        3.524
       2.511 |        1.822 |        4.333
       0.176 |        1.044 |        1.220
       0.132 |        0.836 |        0.968
       0.167 |        0.877 |        1.043
       0.124 |        0.734 |        0.858
       0.075 |        0.728 |        0.803
       0.517 |        0.797 |        1.315
       0.293 |        0.763 |        1.056
       0.076 |        0.706 |        0.782
       1.785 |        1.671 |        3.455
       0.182 |        0.976 |        1.158
       0.838 |        0.787 |        1.625
       0.173 |        1.039 |        1.212
       0.166 |        0.961 |        1.127
       0.127 |        0.742 |        0.868
       0.776 |        0.736 |        1.512
       0.315 |        0.722 |        1.036
       0.095 |        0.831 |        0.926
       0.855 |        0.679 |        1.534
       0.077 |        0.887 |        0.964
       0.141 |        2.077 |        2.218
       0.173 |        0.945 |        1.118
       1.045 |        0.963 |        2.009
       0.118 |        0.908 |        1.026
       0.168 |        0.799 |        0.967
       0.915 |        0.805 |        1.720
       0.998 |        0.704 |        1.702
       0.147 |        0.798 |        0.944
       0.080 |        0.778 |        0.858
       1.398 |        0.747 |        2.145
       0.159 |        2.864 |        3.023
       0.259 |        0.705 |        0.963
       0.170 |        0.920 |        1.090
       0.423 |        0.769 |        1.192
       0.172 |        0.996 |        1.168
       0.072 |        0.823 |        0.895
       0.693 |        0.708 |        1.401
       1.436 |        0.859 |        2.295
       0.161 |        3.692 |        3.853
       0.078 |        0.878 |        0.956
       0.772 |        0.837 |        1.609
       0.087 |        0.815 |        0.903
       0.177 |        2.128 |        2.305
       0.085 |        0.931 |        1.017
       0.171 |        2.161 |        2.332
       0.153 |        1.053 |        1.206
       0.912 |        0.867 |        1.779
       1.007 |        0.910 |        1.917
       0.155 |        0.889 |        1.044
       0.174 |        0.874 |        1.048
       0.343 |        0.801 |        1.144
       0.878 |        0.780 |        1.658
       0.142 |        0.857 |        0.999
       0.932 |        0.860 |        1.792
       2.249 |        0.887 |        3.136
       0.901 |        0.818 |        1.719
       0.941 |        0.720 |        1.661
       1.024 |        0.767 |        1.791
       0.173 |        0.810 |        0.983
       0.168 |        0.791 |        0.959
       0.184 |        0.797 |        0.980
       0.873 |        0.766 |        1.639
       0.075 |        0.787 |        0.861
       0.159 |        1.871 |        2.030
       0.134 |        0.807 |        0.942
       0.141 |        1.136 |        1.277
       0.090 |        1.214 |        1.305
       0.648 |        1.176 |        1.824
       0.170 |        3.981 |        4.151
       0.180 |        1.067 |        1.247
       0.168 |        1.034 |        1.202
       0.168 |        0.973 |        1.140
       0.162 |        1.076 |        1.238
       0.679 |        0.838 |        1.517
       1.913 |        0.885 |        2.798
       0.084 |        0.781 |        0.865
       1.149 |        2.954 |        4.103
       0.068 |        0.733 |        0.801
       0.442 |        0.797 |        1.238
       3.998 |        2.693 |        6.692
       0.080 |        0.783 |        0.863
       0.180 |        0.811 |        0.991
       0.912 |        0.713 |        1.625
       0.052 |        0.878 |        0.930
       1.231 |        0.733 |        1.964
       1.712 |        0.823 |        2.535
       0.249 |        0.706 |        0.955
       1.233 |        0.788 |        2.021
       4.017 |        0.706 |        4.723
       0.144 |        0.734 |        0.878
       0.986 |        0.590 |        1.576
       0.178 |        0.961 |        1.139
       0.170 |        0.983 |        1.153
       0.784 |        0.843 |        1.627
       0.080 |        0.951 |        1.031
       0.699 |        0.950 |        1.649
       0.647 |        0.968 |        1.614
       0.150 |        1.029 |        1.179
       0.084 |        1.010 |        1.094
       0.158 |        0.782 |        0.940
       0.161 |        0.940 |        1.101
       0.174 |        0.781 |        0.955
       0.119 |        0.780 |        0.900
       0.604 |        0.722 |        1.327
       0.068 |        0.735 |        0.803
       1.523 |        0.737 |        2.260
       0.318 |        0.720 |        1.039
       3.066 |        0.795 |        3.861
       2.016 |        4.440 |        6.455
       0.155 |        0.895 |        1.050
       0.322 |        0.809 |        1.131
       0.591 |        0.792 |        1.383
       0.179 |        1.034 |        1.213
       0.189 |        0.866 |        1.056
       0.156 |        1.251 |        1.406
       0.424 |        1.184 |        1.607
       0.158 |        1.250 |        1.408
       0.349 |        1.259 |        1.609
       0.788 |        1.238 |        2.026
       0.983 |        1.254 |        2.236
       0.993 |        1.182 |        2.175
       0.180 |        0.805 |        0.985
       0.869 |        0.734 |        1.603
       0.177 |        0.903 |        1.080
       3.309 |        0.801 |        4.111
       3.436 |        0.779 |        4.215
       3.143 |        0.815 |        3.958
       1.694 |        0.731 |        2.425
       2.925 |        0.712 |        3.636
       0.200 |        0.786 |        0.986
       0.169 |        0.964 |        1.132
       1.312 |        0.794 |        2.106
       3.184 |        0.795 |        3.979
       2.578 |        0.799 |        3.377
       2.491 |        0.756 |        3.247
       1.541 |        0.770 |        2.311
       1.860 |        0.724 |        2.584
       0.065 |        0.706 |        0.770
       6.142 |        1.639 |        7.781
       0.181 |        0.995 |        1.177
       0.080 |        1.114 |        1.193
       0.951 |        1.205 |        2.156
       0.077 |        1.087 |        1.164
       0.177 |        6.433 |        6.609
       1.427 |        1.178 |        2.605
       1.862 |        4.254 |        6.116
       5.595 |        1.169 |        6.765
       0.088 |        1.121 |        1.209
       1.095 |        1.143 |        2.238
       0.979 |        0.746 |        1.725
       0.222 |        0.713 |        0.935
       0.157 |        0.902 |        1.059
       0.159 |        0.741 |        0.900
       0.271 |        0.786 |        1.057
       0.176 |        1.008 |        1.184
       0.339 |        0.911 |        1.250
       0.097 |        0.864 |        0.961
       0.167 |        0.939 |        1.106
       0.160 |        1.057 |        1.217
       1.340 |        0.860 |        2.199
       0.071 |        0.911 |        0.982
       2.647 |        0.840 |        3.486
       3.293 |        0.909 |        4.202
       0.660 |        0.941 |        1.601
       0.694 |        0.878 |        1.572
       0.670 |        0.739 |        1.410
       0.798 |        0.712 |        1.510
       3.737 |        0.810 |        4.547
       1.011 |        0.769 |        1.779
       0.442 |        0.728 |        1.170
       0.089 |        0.802 |        0.891
       0.667 |        0.767 |        1.434
       1.732 |        0.703 |        2.435
       4.703 |        0.747 |        5.451
       0.979 |        4.479 |        5.459
       0.165 |        0.986 |        1.151
       0.169 |        0.960 |        1.129
       0.119 |        0.598 |        0.716
       0.181 |        1.109 |        1.291
       0.163 |        1.094 |        1.256
       0.175 |        1.215 |        1.389
       0.592 |        1.114 |        1.707
       2.597 |        1.151 |        3.748
       1.338 |        1.187 |        2.526
       2.859 |        1.109 |        3.968
       0.162 |        1.238 |        1.399
       0.073 |        1.160 |        1.233
       0.946 |        2.531 |        3.477
       0.079 |        0.900 |        0.979
       2.556 |        2.222 |        4.778
       0.174 |        0.837 |        1.011
       0.178 |        0.872 |        1.051
       0.877 |        0.710 |        1.587
       0.166 |        0.974 |        1.139
       0.938 |        0.971 |        1.909
       2.499 |        0.955 |        3.454
       1.047 |        0.921 |        1.968
       0.706 |        0.920 |        1.627
       0.561 |        0.891 |        1.452
       0.271 |        0.864 |        1.136
       2.506 |        0.966 |        3.472
       0.375 |        0.882 |        1.257
       0.177 |        0.872 |        1.049
       0.782 |        0.807 |        1.589
       1.742 |        0.751 |        2.493
       0.199 |        0.831 |        1.030
       1.839 |        0.761 |        2.600
       2.212 |        0.791 |        3.003
       5.389 |        0.779 |        6.168
       0.141 |        0.828 |        0.969
       0.136 |        0.795 |        0.930
       0.113 |        0.605 |        0.718
       0.138 |        0.773 |        0.911
       0.158 |        0.955 |        1.113
       0.162 |        1.147 |        1.309
       1.140 |        0.927 |        2.067
       1.297 |        0.855 |        2.151
       0.075 |        0.929 |        1.004
       0.176 |        2.166 |        2.342
       0.086 |        0.945 |        1.031
       0.174 |        2.135 |        2.309
       0.178 |        1.082 |        1.260
       0.163 |        0.978 |        1.141
       0.091 |        1.076 |        1.167
       1.169 |        1.032 |        2.202
       0.159 |        1.134 |        1.292
       0.753 |        1.018 |        1.771
       0.149 |        1.041 |        1.189
       0.152 |        1.077 |        1.229
       1.091 |        1.003 |        2.094
       1.072 |        0.731 |        1.804
       1.637 |        0.715 |        2.352
       1.476 |        0.794 |        2.271
       2.078 |        0.714 |        2.792
       0.182 |        0.791 |        0.973
       0.340 |        0.820 |        1.159
       0.460 |        0.743 |        1.204
       0.617 |        0.858 |        1.475
       0.134 |        0.671 |        0.805
       0.072 |        0.660 |        0.732
       2.263 |        0.692 |        2.956
       0.926 |        2.440 |        3.367
       1.447 |        0.696 |        2.143
       1.524 |        0.664 |        2.188
       1.723 |        0.634 |        2.357
       1.627 |        0.679 |        2.306
       0.175 |        0.851 |        1.025
       0.836 |        0.772 |        1.608
       1.544 |        0.705 |        2.250
       0.186 |        0.894 |        1.080
       1.762 |        0.753 |        2.515
       2.512 |        0.756 |        3.267
       0.633 |        0.785 |        1.418
       2.376 |        0.802 |        3.178
       0.177 |        0.833 |        1.010
       0.176 |        1.021 |        1.198
       0.178 |        0.844 |        1.022
       0.176 |        1.039 |        1.215
       0.174 |        1.405 |        1.579
       0.862 |        1.335 |        2.197
       0.145 |        0.999 |        1.144
       0.168 |        1.321 |        1.489
       0.147 |        1.004 |        1.151
       1.156 |        0.940 |        2.096
       0.174 |        0.820 |        0.994
       0.170 |        0.840 |        1.010
       0.515 |        0.764 |        1.279
       0.162 |        1.186 |        1.347
       0.154 |        1.090 |        1.243
       1.042 |        1.053 |        2.094
       0.112 |        1.101 |        1.213
       1.478 |        1.019 |        2.497
       1.258 |        1.086 |        2.344
       0.085 |        0.980 |        1.065
