  QueueTimes | ServiceTimes | SojournTimes
       0.148 |        1.267 |        1.415
       3.531 |        3.200 |        6.730
       8.088 |        1.163 |        9.250
       0.153 |        1.163 |        1.316
       2.935 |        1.142 |        4.078
       2.822 |        6.729 |        9.551
       0.112 |        0.789 |        0.901
       0.168 |        0.880 |        1.048
       0.066 |        0.736 |        0.802
       0.839 |        0.773 |        1.612
       0.427 |        0.738 |        1.164
       1.161 |        3.532 |        4.693
       0.134 |        1.089 |        1.222
       0.168 |        0.923 |        1.091
       0.113 |        0.895 |        1.008
       0.878 |        0.793 |        1.672
       0.153 |        1.742 |        1.895
       0.927 |        1.093 |        2.021
       0.765 |        1.096 |        1.861
       0.885 |        1.051 |        1.936
       0.175 |        1.234 |        1.409
       1.131 |        1.111 |        2.242
       0.204 |        1.111 |        1.315
       1.482 |        0.701 |        2.183
       4.267 |        0.716 |        4.982
       0.628 |        0.788 |        1.416
       0.503 |        0.723 |        1.226
       0.114 |        0.743 |        0.857
       0.134 |        0.866 |        0.999
       0.113 |        0.939 |        1.052
       1.066 |        0.896 |        1.962
       0.177 |        0.905 |        1.082
       0.069 |        0.898 |        0.968
       0.794 |        1.973 |        2.767
       0.073 |        0.879 |        0.952
       0.462 |        0.829 |        1.292
       0.184 |        2.959 |        3.143
       0.069 |        0.715 |        0.785
       0.931 |        0.768 |        1.699
       0.170 |        2.794 |        2.964
       0.116 |        0.912 |        1.028
       0.132 |        1.181 |        1.313
       0.078 |        1.459 |        1.537
       1.638 |        1.471 |        3.109
       1.398 |        1.123 |        2.521
       5.538 |        0.957 |        6.495
       0.701 |        0.980 |        1.681
       0.502 |        8.277 |        8.779
       0.083 |        0.714 |        0.797
       8.590 |        1.638 |       10.228
       0.167 |        0.755 |        0.922
       0.168 |        0.770 |        0.938
       0.100 |        0.758 |        0.858
       1.294 |        0.724 |        2.018
       0.441 |        0.742 |        1.183
       0.132 |        0.700 |        0.832
       0.135 |        0.741 |        0.876
       0.722 |        0.767 |        1.489
       0.110 |        0.794 |        0.904
       0.110 |        1.061 |        1.171
       0.079 |        1.090 |        1.169
       0.679 |        2.470 |        3.149
       2.047 |        1.137 |        3.184
       1.193 |        0.813 |        2.006
       1.202 |        1.883 |        3.086
       0.174 |        0.800 |        0.975
       1.002 |        0.708 |        1.710
       1.291 |        0.739 |        2.029
       0.069 |        0.784 |        0.854
       3.925 |        1.674 |        5.599
       0.190 |        0.904 |        1.094
       0.181 |        0.985 |        1.166
       0.116 |        0.843 |        0.960
       0.075 |        1.100 |        1.175
       0.155 |        1.277 |        1.432
       0.081 |        1.037 |        1.119
       2.233 |        1.384 |        3.617
       1.556 |        1.407 |        2.963
       1.221 |        1.094 |        2.315
       4.585 |        0.900 |        5.486
       0.073 |        1.091 |        1.164
       0.085 |       11.176 |       11.262
       0.176 |        0.828 |        1.004
       0.176 |        0.865 |        1.041
       0.075 |        0.742 |        0.818
       0.928 |        0.709 |        1.637
       0.082 |        1.342 |        1.424
       0.154 |        3.016 |        3.170
       0.131 |        1.174 |        1.305
       0.151 |        1.176 |        1.326
       0.121 |        0.939 |        1.061
       1.280 |        0.951 |        2.231
       2.303 |        1.079 |        3.382
       0.150 |        1.025 |        1.174
       0.134 |        0.851 |        0.985
       2.742 |        0.779 |        3.522
       4.457 |        0.747 |        5.204
       1.599 |        0.747 |        2.347
       0.098 |        0.749 |        0.847
       2.279 |        0.747 |        3.026
       0.168 |        0.978 |        1.146
       0.695 |        0.729 |        1.424
       0.708 |        0.763 |        1.471
       1.747 |        0.730 |        2.477
       2.914 |        0.785 |        3.699
       9.107 |        0.726 |        9.832
       9.822 |        0.768 |       10.590
      10.176 |        1.061 |       11.237
       7.744 |        0.973 |        8.717
       7.781 |        0.801 |        8.581
       9.905 |        0.713 |       10.618
       2.996 |       10.209 |       13.205
       0.473 |        3.597 |        4.070
       5.122 |        0.821 |        5.943
       5.776 |        2.128 |        7.904
       0.059 |        0.792 |        0.851
       1.135 |        0.772 |        1.907
       2.163 |        0.685 |        2.848
       1.672 |        0.728 |        2.400
       0.080 |        0.685 |        0.765
       0.164 |        0.793 |        0.956
       0.453 |        0.705 |        1.157
       1.813 |        0.748 |        2.561
       0.393 |        0.706 |        1.099
       1.066 |        0.731 |        1.798
       0.144 |        0.958 |        1.102
       0.073 |        0.832 |        0.905
       0.070 |        1.013 |        1.083
       0.107 |        3.256 |        3.363
       0.131 |        1.080 |        1.211
       0.080 |        1.104 |        1.184
       0.124 |        2.642 |        2.767
       0.125 |        0.804 |        0.929
       0.681 |        0.643 |        1.324
       0.072 |        0.663 |        0.735
       0.068 |        0.699 |        0.768
       0.067 |        2.593 |        2.660
       0.152 |        0.776 |        0.928
       0.153 |        0.891 |        1.043
       0.112 |        0.956 |        1.068
       1.230 |        1.115 |        2.345
       0.116 |        1.348 |        1.464
       1.256 |        0.884 |        2.139
       0.129 |        1.150 |        1.279
       0.149 |        1.112 |        1.260
       0.080 |        0.878 |        0.958
       0.094 |        2.167 |        2.261
       0.068 |        0.741 |        0.808
       0.192 |        0.719 |        0.912
       0.611 |        0.746 |        1.357
       0.990 |        0.704 |        1.694
       2.248 |        0.702 |        2.951
       0.623 |        0.703 |        1.326
       2.516 |        6.513 |        9.029
       0.177 |        0.750 |        0.927
       0.156 |        0.780 |        0.936
       1.078 |        0.737 |        1.815
       0.049 |        0.855 |        0.904
       1.273 |        0.766 |        2.039
       0.717 |        0.768 |        1.485
       1.623 |        0.993 |        2.616
       0.136 |        0.907 |        1.042
       0.580 |        0.904 |        1.484
       0.121 |        1.076 |        1.198
       1.120 |        0.951 |        2.071
       0.133 |        1.171 |        1.304
       5.053 |        1.253 |        6.306
       0.298 |        0.745 |        1.042
       7.326 |        1.063 |        8.389
       6.079 |        0.733 |        6.812
       5.525 |        0.744 |        6.269
       3.948 |        0.749 |        4.698
       8.145 |        0.731 |        8.876
       8.076 |        0.748 |        8.824
       0.197 |        0.728 |        0.925
       0.170 |        0.741 |        0.911
       0.349 |        0.691 |        1.040
       0.078 |        0.748 |        0.826
       0.068 |        0.770 |        0.839
       0.339 |        0.700 |        1.039
       0.740 |        0.755 |        1.494
       0.215 |        0.681 |        0.896
       0.436 |        4.397 |        4.834
       0.116 |        0.923 |        1.039
       0.110 |        0.942 |        1.052
       0.341 |        0.787 |        1.128
       0.238 |        0.682 |        0.919
       0.114 |        0.749 |        0.863
       1.147 |        0.838 |        1.985
       0.083 |        0.919 |        1.003
       0.654 |        1.123 |        1.777
       2.405 |        1.075 |        3.481
       0.112 |        0.771 |        0.884
       0.169 |        0.815 |        0.984
       0.378 |        0.703 |        1.080
       0.077 |        0.709 |        0.785
       0.129 |        0.820 |        0.949
       0.408 |        0.801 |        1.209
       0.167 |        0.930 |        1.097
       1.200 |        0.840 |        2.040
       0.128 |        0.874 |        1.001
       0.080 |        0.750 |        0.830
       0.674 |        0.812 |        1.486
       1.751 |        0.739 |        2.490
       0.524 |        0.911 |        1.434
       1.150 |        0.901 |        2.051
       2.468 |        0.900 |        3.368
       2.154 |        0.745 |        2.900
       2.099 |        0.754 |        2.853
       0.044 |        0.870 |        0.914
       1.144 |        0.970 |        2.115
       2.795 |        1.013 |        3.807
       1.415 |        1.012 |        2.427
       3.525 |        0.806 |        4.331
       1.496 |        1.011 |        2.506
       3.832 |        1.078 |        4.910
       0.160 |        0.720 |        0.880
       0.080 |        0.827 |        0.906
       0.168 |        2.050 |        2.218
       0.210 |        0.806 |        1.016
       0.158 |        1.162 |        1.320
       0.119 |        1.196 |        1.315
       0.101 |        1.337 |        1.438
       0.086 |        1.442 |        1.528
       1.629 |        1.307 |        2.936
       3.426 |        1.244 |        4.670
       1.274 |        1.109 |        2.383
       2.437 |        1.062 |        3.499
       8.588 |        1.078 |        9.666
       8.456 |        1.114 |        9.571
       9.856 |        1.127 |       10.983
       6.711 |        1.082 |        7.793
       4.376 |        0.748 |        5.124
      10.766 |        0.735 |       11.501
       7.917 |        0.746 |        8.663
      24.555 |        0.803 |       25.358
       9.002 |        4.827 |       13.829
       6.049 |       20.668 |       26.717
       0.090 |        0.766 |        0.857
      17.118 |        0.707 |       17.824
       4.707 |        0.735 |        5.442
      43.464 |        0.893 |       44.356
      42.223 |        1.079 |       43.301
       1.838 |        2.746 |        4.584
       0.075 |        1.036 |        1.111
      50.853 |        1.053 |       51.906
      49.303 |        1.078 |       50.381
      60.488 |        1.885 |       62.374
      47.762 |        1.044 |       48.806
      43.977 |        1.039 |       45.016
      43.925 |        3.786 |       47.711
      42.960 |        1.083 |       44.043
      41.852 |        1.034 |       42.886
      43.692 |        1.091 |       44.782
      44.038 |        1.061 |       45.099
       4.280 |       13.241 |       17.521
      43.386 |        2.764 |       46.150
      34.482 |        1.276 |       35.759
      31.398 |        0.761 |       32.159
      30.343 |        0.729 |       31.072
      39.742 |        7.137 |       46.879
      30.582 |        0.741 |       31.322
      30.225 |        2.020 |       32.245
      31.107 |        3.528 |       34.635
      29.214 |        1.107 |       30.321
      28.079 |       15.994 |       44.073
      27.164 |        0.723 |       27.888
       1.121 |        0.725 |        1.846
       3.037 |        0.720 |        3.756
       6.763 |        0.757 |        7.520
       0.851 |        0.691 |        1.542
      33.093 |       17.997 |       51.091
      33.397 |       27.389 |       60.786
       3.209 |        0.738 |        3.946
      19.487 |        0.721 |       20.208
      68.874 |        9.903 |       78.777
      14.844 |        1.333 |       16.177
      12.363 |        1.153 |       13.516
      47.894 |       18.316 |       66.209
       7.045 |        0.754 |        7.799
       0.478 |        0.738 |        1.216
       2.749 |        0.729 |        3.478
      16.504 |        1.513 |       18.017
      12.509 |        0.737 |       13.246
      65.105 |        2.812 |       67.916
       5.938 |       54.147 |       60.084
      41.755 |        1.055 |       42.810
      10.220 |        1.092 |       11.312
      10.131 |        1.074 |       11.206
       9.193 |        0.942 |       10.135
       8.304 |        0.943 |        9.247
       4.554 |        2.811 |        7.365
       6.291 |        0.961 |        7.252
       1.931 |        0.976 |        2.906
      51.244 |        0.726 |       51.970
       5.569 |        6.623 |       12.192
       0.126 |        1.285 |        1.410
       1.264 |        1.090 |        2.354
       2.500 |        1.027 |        3.527
       1.617 |        1.094 |        2.711
       1.175 |        1.098 |        2.274
       4.835 |        1.020 |        5.855
       2.268 |        1.079 |        3.347
       0.159 |        2.093 |        2.253
       0.637 |        0.726 |        1.364
       0.067 |        0.686 |        0.753
       0.170 |        1.584 |        1.755
       0.139 |        0.892 |        1.031
       2.246 |        0.740 |        2.986
       0.105 |        0.567 |        0.672
       0.640 |        0.555 |        1.195
       0.254 |        0.532 |        0.786
       0.153 |        1.215 |        1.368
       0.147 |        1.172 |        1.319
       0.205 |        1.051 |        1.255
       0.123 |        1.183 |        1.306
       1.552 |        1.284 |        2.835
       0.891 |        1.243 |        2.134
       0.081 |        1.280 |        1.361
       5.026 |        1.210 |        6.236
       4.711 |        1.337 |        6.049
       0.076 |        9.365 |        9.442
       0.226 |        0.956 |        1.181
       0.121 |        0.698 |        0.820
       0.088 |        1.381 |        1.469
       0.154 |        0.883 |        1.037
       1.022 |        0.698 |        1.720
       0.566 |        0.681 |        1.248
       0.076 |        0.748 |        0.824
       0.120 |        1.037 |        1.157
       3.613 |        1.065 |        4.678
       5.121 |        0.984 |        6.105
       6.131 |        1.031 |        7.161
       0.078 |        0.814 |        0.892
       0.671 |        0.814 |        1.485
       0.073 |        1.154 |        1.227
       0.085 |        4.242 |        4.327
       0.197 |        0.788 |        0.985
       0.386 |        0.940 |        1.326
       0.116 |        0.987 |        1.103
       0.991 |        1.756 |        2.747
       0.114 |        0.742 |        0.856
       0.074 |        0.723 |        0.797
       0.166 |        2.586 |        2.752
       1.986 |        1.065 |        3.050
       0.070 |        0.997 |        1.067
       0.481 |        1.467 |        1.948
       1.912 |        1.057 |        2.969
       1.329 |        1.046 |        2.375
       1.532 |       11.929 |       13.461
      15.761 |        1.060 |       16.821
       1.399 |        8.836 |       10.235
       2.944 |        0.993 |        3.937
       1.576 |        1.085 |        2.661
       1.188 |        1.074 |        2.262
      10.953 |        4.275 |       15.228
       0.072 |        0.997 |        1.068
       0.081 |       15.100 |       15.180
       2.407 |        1.052 |        3.459
       1.062 |        1.056 |        2.119
       0.164 |        0.940 |        1.104
       1.737 |        2.110 |        3.847
       0.128 |        1.140 |        1.269
       0.901 |        0.972 |        1.873
       2.175 |        0.707 |        2.882
       0.135 |        0.760 |        0.895
       0.521 |        0.520 |        1.041
       0.249 |        0.499 |        0.748
       0.729 |        0.527 |        1.257
       0.115 |        0.503 |        0.617
       1.368 |        0.500 |        1.868
       2.083 |        0.615 |        2.698
       0.695 |        0.560 |        1.255
       0.128 |        0.654 |        0.781
       0.115 |        0.544 |        0.659
       0.158 |        1.188 |        1.346
       0.072 |        1.010 |        1.082
       1.449 |        2.173 |        3.622
       0.114 |        1.409 |        1.523
       1.552 |        1.581 |        3.133
       0.097 |        1.296 |        1.393
       0.158 |        1.567 |        1.726
       0.083 |        1.577 |        1.659
       0.083 |        1.397 |        1.480
       0.088 |        1.122 |        1.210
       3.413 |        7.553 |       10.966
       0.068 |        0.721 |        0.789
       1.319 |        1.726 |        3.045
       0.066 |        0.722 |        0.788
       4.704 |        0.678 |        5.383
       3.626 |        0.748 |        4.374
       2.926 |        0.686 |        3.611
       0.142 |        0.738 |        0.879
       2.032 |        0.731 |        2.763
       0.732 |        0.689 |        1.420
       5.111 |        2.679 |        7.789
       6.195 |       18.739 |       24.934
       0.095 |        0.712 |        0.807
       0.466 |        0.606 |        1.072
       0.111 |        0.822 |        0.933
       0.558 |        2.089 |        2.647
       2.380 |        0.852 |        3.232
       0.081 |        0.646 |        0.728
       0.107 |        1.517 |        1.623
       0.106 |        0.907 |        1.013
       0.107 |        0.905 |        1.012
       1.053 |        0.816 |        1.869
       0.078 |        0.625 |        0.703
       0.109 |        0.732 |        0.841
       0.934 |        0.501 |        1.435
       0.115 |        0.889 |        1.003
       0.127 |        0.960 |        1.087
       1.130 |        0.851 |        1.981
       2.572 |        0.891 |        3.463
       3.431 |        0.893 |        4.324
       0.075 |        0.897 |        0.973
       0.114 |        0.895 |        1.009
       0.129 |        0.974 |        1.103
       0.115 |        0.912 |        1.028
       0.148 |        0.641 |        0.789
       0.069 |        0.540 |        0.608
       0.202 |        0.661 |        0.863
       0.070 |        0.521 |        0.591
       0.578 |        2.852 |        3.430
       0.081 |        0.916 |        0.997
       0.147 |        2.105 |        2.252
       0.145 |        0.994 |        1.139
       0.144 |        0.908 |        1.052
       0.084 |        0.730 |        0.814
       0.074 |        0.684 |        0.758
       0.113 |        2.651 |        2.764
       0.079 |        0.813 |        0.891
       0.804 |        0.843 |        1.646
       0.109 |        0.697 |        0.807
       0.079 |        0.760 |        0.840
       0.121 |        0.856 |        0.976
       1.018 |        0.780 |        1.797
       0.077 |        0.842 |        0.920
       0.147 |        0.921 |        1.068
       0.859 |        0.708 |        1.566
       1.959 |        0.727 |        2.686
       0.143 |        0.743 |        0.886
       0.081 |        0.711 |        0.792
       1.373 |        0.710 |        2.083
       0.147 |        2.696 |        2.842
       0.084 |        0.752 |        0.836
       0.085 |        0.745 |        0.829
       0.162 |        1.881 |        2.042
       0.111 |        0.810 |        0.921
       0.070 |        0.832 |        0.903
       0.576 |        0.772 |        1.348
       1.702 |        0.772 |        2.474
       0.111 |        3.861 |        3.972
       0.980 |        0.825 |        1.806
       0.864 |        0.741 |        1.605
       0.168 |        0.861 |        1.030
       0.110 |        0.729 |        0.839
       0.081 |        0.727 |        0.808
       0.165 |        1.944 |        2.108
       0.073 |        1.070 |        1.143
       0.379 |        0.972 |        1.350
       0.169 |        3.509 |        3.678
       0.121 |        1.084 |        1.205
       0.140 |        1.227 |        1.367
       1.278 |        0.979 |        2.256
       2.025 |        0.976 |        3.001
       0.106 |        0.664 |        0.771
       0.670 |        0.567 |        1.237
       1.708 |        0.568 |        2.277
       0.067 |        0.585 |        0.652
       0.091 |        0.818 |        0.909
       0.260 |        0.519 |        0.779
       0.120 |        0.843 |        0.963
       0.174 |        0.777 |        0.951
       0.175 |        1.033 |        1.208
       1.166 |        0.794 |        1.960
       0.114 |        1.046 |        1.160
       0.517 |        1.013 |        1.530
       0.082 |        1.047 |        1.129
       0.124 |        1.062 |        1.186
       0.165 |        1.080 |        1.244
       0.307 |        0.926 |        1.233
       0.571 |        0.740 |        1.311
       0.160 |        0.738 |        0.897
       0.180 |        0.756 |        0.936
       0.154 |        1.240 |        1.394
       0.107 |        0.776 |        0.883
       0.113 |        0.858 |        0.972
       0.888 |        0.873 |        1.761
       1.742 |        0.862 |        2.604
       1.912 |        0.887 |        2.799
       1.116 |        0.733 |        1.849
       4.588 |        2.850 |        7.438
       1.557 |        0.761 |        2.318
       0.321 |        0.933 |        1.253
       0.138 |        0.849 |        0.987
       0.954 |        0.766 |        1.720
       0.048 |        0.860 |        0.908
       0.797 |        0.763 |        1.560
       1.251 |        0.785 |        2.036
       0.406 |        0.808 |        1.214
       1.304 |        0.757 |        2.061
       5.127 |        0.842 |        5.969
       0.084 |        0.794 |        0.878
       1.046 |        0.832 |        1.878
       0.119 |        0.866 |        0.985
       0.119 |        1.011 |        1.130
       0.813 |        0.904 |        1.717
       0.184 |        1.002 |        1.186
       0.077 |        0.964 |        1.041
       0.908 |        2.181 |        3.089
       0.180 |        1.089 |        1.269
       0.082 |        0.800 |        0.882
       0.170 |        0.805 |        0.976
       0.163 |        0.929 |        1.093
       0.169 |        0.734 |        0.904
       0.106 |        0.876 |        0.982
       0.716 |        0.766 |        1.482
       0.069 |        0.820 |        0.889
       0.850 |        0.775 |        1.625
       1.555 |        1.087 |        2.642
       1.326 |        1.036 |        2.361
       2.201 |        5.585 |        7.786
       0.114 |        0.974 |        1.088
       0.486 |        0.907 |        1.394
       0.931 |        0.729 |        1.661
       0.121 |        0.824 |        0.944
       0.167 |        0.793 |        0.960
       0.115 |        0.854 |        0.969
       0.083 |        0.997 |        1.080
       0.144 |        1.136 |        1.280
       1.604 |        1.049 |        2.653
       0.232 |        1.076 |        1.309
       3.201 |        2.147 |        5.349
       2.190 |        1.140 |        3.331
       0.116 |        0.881 |        0.997
       0.966 |        0.848 |        1.814
       0.106 |        0.594 |        0.701
       0.075 |        0.801 |        0.875
       1.012 |        0.634 |        1.646
       0.839 |        0.660 |        1.499
       2.362 |        0.648 |        3.010
       1.512 |        0.662 |        2.174
       0.078 |        0.689 |        0.767
       0.149 |        0.747 |        0.896
       0.299 |        0.576 |        0.875
       1.942 |        0.626 |        2.568
       0.070 |        0.620 |        0.690
       1.171 |        0.630 |        1.802
       0.711 |        0.586 |        1.297
       1.371 |        0.567 |        1.938
       0.556 |        3.774 |        4.330
       0.166 |        0.774 |        0.941
       0.115 |        0.796 |        0.911
       0.077 |        1.072 |        1.149
       0.076 |        1.078 |        1.154
       0.159 |        4.453 |        4.612
       2.008 |        0.985 |        2.993
       2.739 |        3.919 |        6.658
       0.318 |        1.014 |        1.332
       2.850 |        2.750 |        5.600
       0.166 |        1.086 |        1.253
       1.126 |        0.979 |        2.105
       0.910 |        0.884 |        1.794
       0.345 |        0.792 |        1.137
       0.135 |        0.990 |        1.125
       0.112 |        0.845 |        0.956
       0.432 |        0.778 |        1.210
       0.120 |        0.901 |        1.021
       0.207 |        0.765 |        0.972
       0.117 |        0.984 |        1.102
       0.150 |        0.812 |        0.962
       0.129 |        0.799 |        0.927
       1.082 |        0.783 |        1.865
       0.071 |        0.707 |        0.778
       1.224 |        1.695 |        2.920
       2.742 |        0.794 |        3.536
       0.092 |        0.728 |        0.820
       0.095 |        0.751 |        0.846
       0.868 |        0.590 |        1.459
       0.564 |        0.650 |        1.214
       0.629 |        0.593 |        1.222
       0.133 |        0.717 |        0.849
       0.131 |        0.948 |        1.079
       0.947 |        0.859 |        1.806
       0.442 |        0.935 |        1.376
       3.460 |        0.705 |        4.164
       2.267 |        0.819 |        3.087
       3.188 |        0.798 |        3.986
       0.119 |        0.746 |        0.865
       0.113 |        0.789 |        0.902
       0.112 |        0.800 |        0.913
       0.122 |        0.893 |        1.015
       0.164 |        0.770 |        0.934
       0.183 |        1.187 |        1.370
       0.080 |        1.309 |        1.390
       1.601 |        1.370 |        2.971
       5.268 |        1.572 |        6.841
       1.322 |        6.664 |        7.985
       0.118 |        0.986 |        1.104
       0.755 |        1.219 |        1.974
       1.178 |        0.892 |        2.071
       2.047 |        0.800 |        2.847
       0.369 |        0.647 |        1.016
       0.146 |        0.826 |        0.972
       0.111 |        0.834 |        0.944
       0.836 |        0.712 |        1.548
       0.069 |        0.842 |        0.911
       0.186 |        1.975 |        2.160
       0.071 |        0.892 |        0.963
       0.087 |        0.812 |        0.899
       0.068 |        0.885 |        0.953
       0.966 |        0.894 |        1.860
       0.873 |        0.812 |        1.685
       2.402 |        6.419 |        8.821
       0.245 |        0.842 |        1.087
       0.115 |        0.838 |        0.953
       0.743 |        0.847 |        1.590
       1.769 |        0.816 |        2.585
       0.312 |        0.722 |        1.034
       1.297 |        0.784 |        2.080
       4.531 |        0.766 |        5.297
       3.844 |        0.784 |        4.628
       0.086 |        0.761 |        0.847
       0.111 |        0.863 |        0.974
       0.077 |        0.778 |        0.855
       0.175 |        0.911 |        1.086
       0.139 |        0.686 |        0.825
       0.174 |        0.905 |        1.079
       0.925 |        0.930 |        1.856
       1.105 |        0.946 |        2.052
       0.130 |        1.130 |        1.260
       0.892 |        1.213 |        2.105
       0.141 |        1.074 |        1.215
       0.958 |        1.231 |        2.189
       0.126 |        1.104 |        1.230
       0.164 |        0.951 |        1.115
       0.079 |        0.666 |        0.745
       0.763 |        0.576 |        1.338
       0.169 |        0.975 |        1.144
       0.663 |        0.785 |        1.448
       0.162 |        0.898 |        1.060
       0.141 |        0.762 |        0.903
       0.796 |        0.962 |        1.758
       0.823 |        0.866 |        1.689
       1.559 |        0.845 |        2.404
       1.208 |        0.754 |        1.962
       2.539 |        0.749 |        3.288
       0.159 |        1.187 |        1.346
       0.829 |        1.069 |        1.898
       0.474 |        0.896 |        1.369
       2.361 |        0.882 |        3.243
       0.628 |        0.834 |        1.462
       1.592 |        0.896 |        2.488
       2.514 |        0.887 |        3.401
       0.075 |        0.856 |        0.931
       0.890 |        0.887 |        1.776
       2.213 |        0.872 |        3.085
       2.267 |        4.118 |        6.385
       6.039 |        0.870 |        6.909
       0.173 |        0.844 |        1.017
       0.632 |        0.783 |        1.415
       1.835 |        0.919 |        2.754
       0.137 |        0.889 |        1.026
       3.689 |        0.784 |        4.473
       3.438 |        0.738 |        4.176
       0.999 |        1.800 |        2.799
       3.050 |        2.688 |        5.738
       0.119 |        1.056 |        1.175
       0.078 |        0.903 |        0.981
       0.169 |        0.976 |        1.145
       0.170 |        0.916 |        1.086
       0.078 |        1.417 |        1.495
       0.125 |        3.084 |        3.210
       0.092 |        0.839 |        0.931
       0.101 |        0.917 |        1.018
       0.176 |        1.199 |        1.374
       1.383 |        0.797 |        2.180
       0.173 |        0.895 |        1.068
       0.174 |        0.802 |        0.976
       0.485 |        0.748 |        1.233
       0.127 |        0.998 |        1.125
       0.125 |        1.118 |        1.243
       1.036 |        1.042 |        2.077
       0.135 |        1.134 |        1.269
       1.441 |        1.193 |        2.634
       1.507 |        1.092 |        2.599
       1.025 |        1.077 |        2.102
