  QueueTimes | ServiceTimes | SojournTimes
     112.611 |        9.365 |      121.976
      69.332 |        0.513 |       69.844
      69.659 |        0.486 |       70.145
      70.478 |        0.481 |       70.959
      70.395 |        0.484 |       70.879
    6135.127 |        0.470 |     6135.598
      72.750 |        0.496 |       73.247
      73.271 |        0.486 |       73.756
      73.788 |        0.500 |       74.288
      74.449 |        0.457 |       74.906
      75.002 |        0.463 |       75.465
      75.611 |        0.466 |       76.077
     124.610 |        4.504 |      129.114
      76.929 |        0.501 |       77.429
      77.258 |        0.455 |       77.712
      77.450 |        0.456 |       77.907
      76.849 |        0.487 |       77.336
     128.443 |        5.569 |      134.012
      76.614 |        0.525 |       77.139
      77.024 |        0.489 |       77.514
      77.471 |        0.483 |       77.954
      78.294 |        0.531 |       78.825
     136.492 |        0.484 |      136.977
      80.465 |        0.538 |       81.003
      81.421 |        0.507 |       81.928
     115.814 |       20.999 |      136.813
      81.178 |        0.523 |       81.701
      80.369 |        0.492 |       80.861
      80.352 |        0.489 |       80.840
      80.958 |        0.530 |       81.488
     124.794 |        9.845 |      134.639
      83.056 |        0.500 |       83.556
      83.668 |        0.475 |       84.143
     125.476 |       14.295 |      139.771
      83.920 |        0.477 |       84.397
      84.087 |        0.460 |       84.547
      84.935 |        0.458 |       85.392
      85.740 |        0.465 |       86.205
     172.222 |        6.289 |      178.511
      85.344 |        0.502 |       85.846
      86.245 |        0.467 |       86.712
      86.747 |        0.471 |       87.218
      87.226 |        0.467 |       87.694
     134.025 |        4.506 |      138.531
      87.970 |        0.483 |       88.453
      88.243 |        0.463 |       88.706
      88.944 |        0.465 |       89.410
      89.580 |        0.500 |       90.079
     144.548 |        0.505 |      145.053
      92.430 |        0.525 |       92.955
      92.625 |        0.524 |       93.149
     124.579 |       16.521 |      141.100
      93.964 |        0.522 |       94.486
      94.735 |        0.490 |       95.225
      95.321 |        0.482 |       95.803
      95.878 |        0.501 |       96.379
     131.955 |        9.373 |      141.328
      97.332 |        0.530 |       97.862
      97.856 |        0.490 |       98.346
     133.490 |       13.886 |      147.376
      97.242 |        0.519 |       97.761
      98.184 |        0.472 |       98.656
      99.038 |        0.464 |       99.502
      99.562 |        0.468 |      100.029
     185.648 |        8.208 |      193.856
     100.568 |        0.507 |      101.075
     101.413 |        0.466 |      101.879
     102.173 |        0.469 |      102.642
     190.690 |        0.487 |      191.177
     103.075 |        0.479 |      103.553
     102.411 |        0.461 |      102.872
     102.356 |        0.459 |      102.815
     103.061 |        0.474 |      103.535
     102.944 |        0.480 |      103.424
     103.107 |        0.463 |      103.569
     103.665 |        0.466 |      104.131
     132.977 |       21.027 |      154.005
     104.756 |        0.521 |      105.277
     105.301 |        0.494 |      105.795
     106.115 |        0.516 |      106.631
     106.764 |        0.481 |      107.245
     140.515 |        8.991 |      149.505
     107.177 |        0.536 |      107.714
     106.329 |        0.485 |      106.814
     107.198 |        0.484 |      107.682
     107.391 |        0.505 |      107.897
     196.322 |        5.850 |      202.172
     109.463 |        0.525 |      109.987
     109.710 |        0.482 |      110.192
     144.178 |       12.770 |      156.947
     110.475 |        0.492 |      110.967
     111.243 |        0.465 |      111.708
     111.578 |        0.465 |      112.042
     112.210 |        0.466 |      112.677
     142.808 |       25.744 |      168.552
     114.334 |        0.511 |      114.845
     115.160 |        0.465 |      115.626
     115.492 |        0.468 |      115.960
     145.419 |       12.521 |      157.941
     114.877 |        0.493 |      115.371
     115.764 |        0.471 |      116.235
     115.997 |        0.466 |      116.463
     116.853 |        0.494 |      117.348
     152.429 |        9.501 |      161.930
     118.892 |        0.521 |      119.413
     117.938 |        0.486 |      118.424
     192.617 |       17.448 |      210.065
     118.849 |        0.529 |      119.377
     119.706 |        0.479 |      120.186
     119.198 |        0.483 |      119.681
     119.950 |        0.524 |      120.474
     152.335 |       12.902 |      165.237
     121.849 |        0.522 |      122.370
     122.730 |        0.483 |      123.213
     123.397 |        0.524 |      123.921
     198.553 |       12.875 |      211.428
     124.706 |        0.534 |      125.241
     124.931 |        0.469 |      125.401
     125.196 |        0.464 |      125.660
     151.555 |       12.512 |      164.068
     125.213 |        0.496 |      125.709
     125.809 |        0.464 |      126.273
     126.536 |        0.467 |      127.003
     127.128 |        0.490 |      127.618
     159.406 |        5.311 |      164.717
     128.912 |        0.498 |      129.410
     129.433 |        0.467 |      129.900
     129.302 |        0.503 |      129.804
     159.760 |        9.811 |      169.571
     129.944 |        0.490 |      130.435
     130.516 |        0.459 |      130.975
     130.571 |        0.459 |      131.031
     131.418 |        0.500 |      131.918
     260.770 |        0.467 |      261.237
     132.265 |        0.529 |      132.795
     133.150 |        0.491 |      133.642
     132.606 |        0.490 |      133.097
     133.090 |        0.516 |      133.607
     174.163 |        0.482 |      174.645
     134.842 |        0.535 |      135.377
     134.903 |        0.486 |      135.388
     177.834 |        0.495 |      178.329
     136.101 |        0.535 |      136.636
     137.039 |        0.486 |      137.526
     137.220 |        0.487 |      137.707
     137.786 |        0.505 |      138.290
     175.637 |        4.499 |      180.136
     139.994 |        0.499 |      140.493
     140.281 |        0.470 |      140.751
     141.008 |        0.468 |      141.476
     203.825 |       13.513 |      217.338
     141.763 |        0.482 |      142.245
     142.512 |        0.469 |      142.981
     143.064 |        0.463 |      143.527
     142.034 |        0.472 |      142.506
     183.225 |        0.485 |      183.710
     143.372 |        0.487 |      143.860
     143.817 |        0.496 |      144.313
     144.526 |        0.471 |      144.997
     145.015 |        0.514 |      145.529
     172.045 |       10.087 |      182.133
     145.506 |        0.517 |      146.023
     145.434 |        0.483 |      145.916
     146.280 |        0.509 |      146.789
     174.192 |       13.585 |      187.777
     146.844 |        0.497 |      147.340
     146.418 |        0.495 |      146.913
     146.488 |        0.486 |      146.975
     146.969 |        0.515 |      147.484
     226.149 |        0.481 |      226.630
     147.375 |        0.512 |      147.887
     148.093 |        0.492 |      148.586
     148.951 |        0.513 |      149.464
     185.477 |        0.470 |      185.947
     188.432 |        0.465 |      188.897
     149.802 |        0.524 |      150.326
     150.139 |        0.461 |      150.600
     150.890 |        0.477 |      151.368
    6218.825 |       29.246 |     6248.072
     152.472 |        0.504 |      152.976
     153.246 |        0.459 |      153.705
     153.656 |        0.478 |      154.134
     234.245 |        0.491 |      234.736
     154.510 |        0.476 |      154.986
     155.340 |        0.462 |      155.802
     154.895 |        0.460 |      155.355
     155.467 |        0.475 |      155.942
     196.366 |        0.522 |      196.888
     155.568 |        0.487 |      156.056
     156.091 |        0.460 |      156.551
     156.861 |        0.464 |      157.325
     157.296 |        0.506 |      157.802
     231.114 |        4.488 |      235.602
     159.476 |        0.526 |      160.002
     160.031 |        0.537 |      160.568
     200.798 |        0.481 |      201.279
     160.521 |        0.490 |      161.010
     161.141 |        0.496 |      161.638
     161.714 |        0.483 |      162.197
     162.623 |        0.505 |      163.128
     201.495 |        0.482 |      201.977
     164.685 |        0.532 |      165.217
     165.582 |        0.463 |      166.046
     241.153 |        0.511 |      241.664
     166.393 |        0.486 |      166.878
     166.536 |        0.461 |      166.997
     167.058 |        0.474 |      167.532
     167.329 |        0.469 |      167.798
     207.592 |        0.472 |      208.064
     167.764 |        0.482 |      168.247
     168.480 |        0.458 |      168.939
     169.167 |        0.458 |      169.626
     169.640 |        0.471 |      170.112
     203.986 |        4.969 |      208.955
     170.484 |        0.503 |      170.987
     170.122 |        0.458 |      170.580
     170.116 |        0.464 |      170.580
     170.845 |        0.492 |      171.337
     294.505 |        0.485 |      294.990
     170.583 |        0.502 |      171.085
     170.131 |        0.492 |      170.623
     170.065 |        0.478 |      170.543
     169.437 |        0.517 |      169.954
     206.899 |        9.013 |      215.913
     172.222 |        0.523 |      172.745
     173.157 |        0.510 |      173.667
     174.038 |        0.486 |      174.524
     174.734 |        0.490 |      175.224
     174.936 |        0.482 |      175.418
     175.670 |        0.522 |      176.192
     212.370 |        4.517 |      216.887
     177.085 |        0.494 |      177.579
     176.146 |        0.468 |      176.614
     176.674 |        0.474 |      177.148
     211.276 |       12.563 |      223.839
     177.161 |        0.480 |      177.641
     177.962 |        0.462 |      178.424
     178.582 |        0.467 |      179.050
     179.170 |        0.467 |      179.637
     225.058 |        0.466 |      225.524
     179.997 |        0.477 |      180.474
     179.732 |        0.463 |      180.195
     179.434 |        0.467 |      179.901
     180.202 |        0.465 |      180.667
     267.943 |        0.486 |      268.429
     181.222 |        0.475 |      181.696
     181.931 |        0.465 |      182.396
     182.350 |        0.460 |      182.810
     182.371 |        0.494 |      182.865
     249.664 |       17.027 |      266.691
     181.995 |        0.533 |      182.528
     181.890 |        0.482 |      182.372
     182.689 |        0.481 |      183.171
     182.958 |        0.520 |      183.478
     235.926 |        0.484 |      236.410
     185.162 |        0.531 |      185.693
     229.899 |        5.045 |      234.945
     186.796 |        0.532 |      187.329
     187.193 |        0.488 |      187.681
     187.263 |        0.483 |      187.746
     187.422 |        0.467 |      187.889
     188.207 |        0.501 |      188.709
     188.867 |        0.465 |      189.331
     189.141 |        0.485 |      189.626
     262.308 |       13.433 |      275.741
     190.125 |        0.500 |      190.626
     190.886 |        0.463 |      191.349
     189.881 |        0.463 |      190.344
     190.168 |        0.466 |      190.634
     238.856 |        0.460 |      239.317
     191.428 |        0.491 |      191.919
     192.276 |        0.464 |      192.740
     192.800 |        0.499 |      193.299
     239.151 |        0.485 |      239.635
     192.527 |        0.511 |      193.038
     193.381 |        0.489 |      193.871
     194.247 |        0.489 |      194.735
     194.915 |        0.496 |      195.412
     228.930 |       16.983 |      245.913
     194.477 |        0.521 |      194.998
     195.311 |        0.494 |      195.805
     196.113 |        0.479 |      196.592
     196.604 |        0.493 |      197.097
     239.013 |        5.766 |      244.779
     198.192 |        0.499 |      198.691
     198.650 |        0.484 |      199.134
     278.553 |        4.495 |      283.048
     197.756 |        0.517 |      198.273
     198.409 |        0.459 |      198.868
     198.403 |        0.468 |      198.871
     199.029 |        0.464 |      199.493
     326.321 |        0.483 |      326.804
     199.513 |        0.470 |      199.983
     199.577 |        0.458 |      200.035
     200.209 |        0.467 |      200.676
     200.868 |        0.464 |      201.332
     251.840 |        0.493 |      252.333
     201.689 |        0.504 |      202.193
     202.408 |        0.464 |      202.872
     202.812 |        0.468 |      203.280
     202.413 |        0.507 |      202.920
     288.779 |        0.490 |      289.269
     204.681 |        0.506 |      205.187
     204.696 |        0.470 |      205.166
     241.896 |       16.511 |      258.407
     205.524 |        0.485 |      206.009
     206.320 |        0.470 |      206.790
     206.639 |        0.462 |      207.101
     206.704 |        0.507 |      207.211
     262.421 |        0.482 |      262.903
     207.745 |        0.487 |      208.232
     207.995 |        0.457 |      208.452
     208.717 |        0.459 |      209.176
     209.338 |        0.501 |      209.839
     250.813 |       13.139 |      263.952
     210.298 |        0.503 |      210.800
     210.926 |        0.467 |      211.394
     211.617 |        0.467 |      212.084
     212.259 |        0.471 |      212.731
     256.882 |        9.591 |      266.473
     212.847 |        0.488 |      213.335
     212.283 |        0.457 |      212.739
     213.106 |        0.465 |      213.571
     213.511 |        0.465 |      213.976
     260.606 |        6.008 |      266.615
     213.878 |        0.488 |      214.366
     213.868 |        0.461 |      214.328
     214.187 |        0.460 |      214.647
     215.033 |        0.480 |      215.514
     377.623 |        6.361 |      383.984
     215.944 |        0.496 |      216.439
     216.196 |        0.456 |      216.652
     216.135 |        0.456 |      216.591
     216.443 |        0.466 |      216.909
     269.662 |        0.485 |      270.146
     216.986 |        0.496 |      217.482
     217.688 |        0.458 |      218.146
     218.252 |        0.457 |      218.709
     218.945 |        0.493 |      219.439
     219.263 |        0.466 |      219.728
     219.921 |        0.456 |      220.377
     220.386 |        0.454 |      220.840
     219.906 |        0.490 |      220.395
     275.419 |        0.486 |      275.904
     220.887 |        0.488 |      221.375
     221.635 |        0.462 |      222.097
     222.385 |        0.460 |      222.846
     222.345 |        0.469 |      222.814
     259.772 |       17.010 |      276.782
     222.655 |        0.488 |      223.143
     222.517 |        0.463 |      222.980
     223.316 |        0.458 |      223.773
     223.606 |        0.470 |      224.075
     266.101 |       13.471 |      279.572
     224.682 |        0.487 |      225.169
     268.826 |        9.932 |      278.759
     224.790 |        0.466 |      225.257
     268.938 |        4.487 |      273.426
     226.055 |        0.492 |      226.547
     275.478 |        0.489 |      275.967
     227.183 |        0.488 |      227.671
     226.934 |        0.461 |      227.395
     227.343 |        0.461 |      227.804
     227.622 |        0.466 |      228.088
     314.824 |        3.541 |      318.366
     229.454 |        0.502 |      229.956
     230.238 |        0.459 |      230.697
     278.562 |        0.464 |      279.026
     231.612 |        0.490 |      232.102
     232.175 |        0.460 |      232.635
     231.402 |        0.460 |      231.862
     232.135 |        0.502 |      232.636
     281.361 |        0.472 |      281.833
     231.137 |        0.473 |      231.610
     231.579 |        0.484 |      232.063
     232.387 |        0.462 |      232.850
     232.896 |        0.501 |      233.397
     362.207 |        0.491 |      362.698
     233.915 |        0.501 |      234.415
     234.265 |        0.469 |      234.734
     234.889 |        0.466 |      235.355
     234.867 |        0.480 |      235.347
     287.394 |        4.464 |      291.858
     240.771 |        0.502 |      241.273
     240.730 |        0.475 |      241.205
     241.553 |        0.473 |      242.026
     241.939 |        0.476 |      242.415
     242.377 |        0.463 |      242.840
     243.152 |        0.467 |      243.619
     243.927 |        0.474 |      244.401
     281.529 |       12.509 |      294.038
     245.586 |        0.505 |      246.091
     246.309 |        0.483 |      246.793
     246.596 |        0.463 |      247.059
     246.667 |        0.469 |      247.136
     247.364 |        0.459 |      247.823
     248.124 |        0.488 |      248.612
     300.276 |        0.459 |      300.735
     248.939 |        0.509 |      249.448
     249.758 |        0.461 |      250.219
     249.872 |        0.459 |      250.330
     250.440 |        0.495 |      250.935
     292.772 |        5.482 |      298.254
     250.808 |        0.501 |      251.309
     250.921 |        0.472 |      251.393
     251.671 |        0.461 |      252.132
     436.789 |        4.476 |      441.265
     251.861 |        0.509 |      252.369
     252.294 |        0.466 |      252.761
     252.942 |        0.467 |      253.409
     253.701 |        0.471 |      254.172
     317.969 |       12.513 |      330.482
     254.819 |        0.497 |      255.316
     255.658 |        0.471 |      256.129
     255.997 |        0.466 |      256.463
     257.247 |        0.502 |      257.750
     256.915 |        0.458 |      257.373
     257.516 |        0.464 |      257.980
     257.482 |        0.464 |      257.946
     286.055 |        0.462 |      286.517
     257.367 |        0.506 |      257.873
     258.060 |        0.466 |      258.527
     258.503 |        0.465 |      258.968
     258.438 |        0.507 |      258.945
     315.814 |        0.488 |      316.302
     260.028 |        0.508 |      260.536
     260.722 |        0.471 |      261.193
     369.315 |        9.487 |      378.802
     260.502 |        0.492 |      260.993
     260.639 |        0.472 |      261.111
     261.031 |        0.463 |      261.494
     261.698 |        0.467 |      262.165
     295.357 |        0.466 |      295.823
     262.938 |        0.505 |      263.443
     263.780 |        0.466 |      264.246
     263.950 |        0.470 |      264.420
     264.515 |        0.469 |      264.984
     286.327 |       12.938 |      299.265
     265.150 |        0.498 |      265.648
     265.081 |        0.462 |      265.542
     265.869 |        0.456 |      266.326
     265.274 |        0.474 |      265.747
     271.558 |       53.147 |      324.705
     266.570 |        0.496 |      267.066
     267.333 |        0.461 |      267.794
     267.732 |        0.465 |      268.197
     268.564 |        0.467 |      269.031
     285.105 |       29.640 |      314.745
     269.119 |        0.492 |      269.611
     268.175 |        0.467 |      268.642
     268.484 |        0.465 |      268.949
     269.211 |        0.495 |      269.706
     281.760 |       46.137 |      327.897
     270.077 |        0.481 |      270.559
     270.661 |        0.476 |      271.137
     270.182 |        0.466 |      270.648
     270.686 |        0.509 |      271.194
     295.637 |       27.069 |      322.706
     273.028 |        0.536 |      273.564
     289.391 |       43.528 |      332.919
     273.562 |        0.502 |      274.064
     274.444 |        0.461 |      274.904
     275.179 |        0.456 |      275.635
     275.620 |        0.473 |      276.093
     296.938 |       35.906 |      332.843
     276.864 |        0.486 |      277.350
     277.353 |        0.461 |      277.814
     277.119 |        0.467 |      277.586
     277.755 |        0.477 |      278.233
     293.214 |       52.257 |      345.472
     277.757 |        0.490 |      278.247
     276.894 |        0.480 |      277.374
     276.967 |        0.458 |      277.424
     277.519 |        0.473 |      277.992
     303.138 |       40.666 |      343.804
     278.004 |        0.499 |      278.503
     278.646 |        0.460 |      279.106
     279.189 |        0.461 |      279.651
     279.685 |        0.478 |      280.163
     294.322 |       65.149 |      359.470
     279.856 |        0.519 |      280.375
     280.188 |        0.460 |      280.649
     280.782 |        0.465 |      281.248
     281.629 |        0.537 |      282.166
     424.503 |        0.489 |      424.992
     285.968 |        0.519 |      286.487
     286.627 |        0.465 |      287.092
     286.851 |        0.473 |      287.324
     287.221 |        0.461 |      287.682
     288.084 |        0.504 |      288.588
     325.182 |       16.934 |      342.116
     289.376 |        0.498 |      289.874
     290.079 |        0.463 |      290.541
     290.862 |        0.467 |      291.329
     343.163 |        0.507 |      343.669
     292.217 |        0.503 |      292.719
     292.393 |        0.465 |      292.858
     291.622 |        0.473 |      292.095
     288.988 |        0.473 |      289.461
     345.409 |        0.513 |      345.922
     290.020 |        0.485 |      290.505
     290.510 |        0.471 |      290.982
     291.268 |        0.462 |      291.730
     291.765 |        0.476 |      292.241
     382.583 |        8.997 |      391.581
     291.894 |        0.478 |      292.371
     292.687 |        0.464 |      293.151
     293.173 |        0.463 |      293.636
     293.604 |        0.491 |      294.095
     351.676 |        0.463 |      352.139
     293.539 |        0.480 |      294.019
     294.214 |        0.467 |      294.681
     294.394 |        0.461 |      294.855
     294.992 |        0.501 |      295.492
     369.792 |        1.482 |      371.274
     295.537 |        0.516 |      296.053
     295.977 |        0.460 |      296.437
     296.814 |        0.460 |      297.274
     297.461 |        0.472 |      297.933
     348.427 |        4.947 |      353.374
     299.089 |        0.488 |      299.577
     299.318 |        0.474 |      299.792
     299.962 |        0.468 |      300.430
     473.111 |        0.505 |      473.616
     301.237 |        0.505 |      301.743
     301.952 |        0.466 |      302.418
     302.403 |        0.463 |      302.866
     302.887 |        0.486 |      303.373
     351.986 |        8.356 |      360.342
     306.709 |        0.514 |      307.223
     307.228 |        0.490 |      307.718
     308.051 |        0.464 |      308.515
     308.885 |        0.507 |      309.392
     308.545 |        0.461 |      309.006
     308.474 |        0.498 |      308.972
     348.678 |       24.996 |      373.674
     309.552 |        0.513 |      310.066
     309.526 |        0.462 |      309.988
     309.838 |        0.462 |      310.300
     360.963 |        5.376 |      366.339
     309.664 |        0.501 |      310.165
     310.389 |        0.467 |      310.856
     310.793 |        0.460 |      311.253
     311.613 |        0.516 |      312.129
     359.699 |       58.580 |      418.279
     311.365 |        0.500 |      311.865
     311.978 |        0.464 |      312.443
     312.726 |        0.462 |      313.188
     312.870 |        0.484 |      313.354
     344.192 |       24.511 |      368.703
     313.099 |        0.502 |      313.601
     313.912 |        0.468 |      314.379
     313.508 |        0.472 |      313.980
     314.376 |        0.471 |      314.847
     373.994 |        0.469 |      374.462
     315.083 |        0.489 |      315.572
     315.610 |        0.471 |      316.080
     316.166 |        0.472 |      316.638
     316.989 |        0.467 |      317.456
     353.380 |       21.162 |      374.542
     317.513 |        0.482 |      317.994
     317.320 |        0.468 |      317.788
     318.069 |        0.467 |      318.536
     318.924 |        0.499 |      319.422
     359.702 |       17.597 |      377.299
     319.906 |        0.493 |      320.399
     320.659 |        0.480 |      321.140
     321.525 |        0.461 |      321.987
     321.301 |        0.564 |      321.865
     365.927 |       14.496 |      380.423
     324.120 |        0.504 |      324.624
     456.418 |        4.802 |      461.220
     324.146 |        0.507 |      324.653
     324.351 |        0.471 |      324.821
     325.121 |        0.461 |      325.582
     325.736 |        0.519 |      326.255
     353.919 |       28.846 |      382.764
     326.279 |        0.508 |      326.787
     326.081 |        0.467 |      326.548
     326.808 |        0.469 |      327.277
     362.887 |       17.805 |      380.692
     326.611 |        0.493 |      327.104
     327.121 |        0.458 |      327.579
     327.922 |        0.467 |      328.390
     328.019 |        0.470 |      328.489
     368.859 |       14.723 |      383.581
     329.390 |        0.498 |      329.889
     329.764 |        0.467 |      330.231
     330.547 |        0.538 |      331.085
     412.059 |       20.454 |      432.513
     331.568 |        0.497 |      332.064
     332.198 |        0.459 |      332.657
     332.960 |        0.462 |      333.422
     331.702 |        0.528 |      332.230
     422.752 |        0.469 |      423.220
     333.683 |        0.510 |      334.193
     334.397 |        0.460 |      334.857
     334.784 |        0.490 |      335.274
     384.227 |        0.462 |      384.689
     335.808 |        0.490 |      336.298
     336.669 |        0.473 |      337.142
     337.208 |        0.462 |      337.671
     337.928 |        0.541 |      338.469
     425.041 |       48.949 |      473.990
     339.311 |        0.514 |      339.826
     340.179 |        0.474 |      340.653
     339.498 |        0.479 |      339.977
     377.776 |        0.460 |      378.236
     340.916 |        0.487 |      341.404
     340.183 |        0.467 |      340.650
     340.924 |        0.466 |      341.390
     341.642 |        0.472 |      342.114
     370.587 |       12.925 |      383.512
     342.456 |        0.487 |      342.943
     342.389 |        0.480 |      342.869
     342.859 |        0.464 |      343.323
     342.560 |        0.474 |      343.034
     368.263 |       25.413 |      393.676
     340.048 |        0.467 |      340.515
     340.682 |        0.480 |      341.162
     340.878 |        0.470 |      341.348
     341.023 |        0.572 |      341.595
     377.473 |       18.337 |      395.810
     343.650 |        0.500 |      344.150
     343.547 |        0.515 |      344.062
     436.191 |        8.846 |      445.037
     343.438 |        0.496 |      343.935
     342.484 |        0.467 |      342.951
     342.463 |        0.471 |      342.934
     343.226 |        0.512 |      343.738
     423.702 |       10.077 |      433.779
     344.860 |        0.506 |      345.366
     345.540 |        0.500 |      346.040
     346.337 |        0.469 |      346.806
     368.990 |       24.553 |      393.543
     346.829 |        0.507 |      347.337
     346.983 |        0.466 |      347.449
     347.228 |        0.462 |      347.690
     347.017 |        0.461 |      347.479
     381.584 |        9.216 |      390.800
     346.361 |        0.508 |      346.869
     346.581 |        0.464 |      347.045
     346.867 |        0.469 |      347.336
     377.255 |       22.123 |      399.378
     347.951 |        0.481 |      348.433
     347.622 |        0.467 |      348.089
     348.229 |        0.461 |      348.690
     347.930 |        0.461 |      348.390
     388.847 |        4.455 |      393.303
     349.690 |        0.509 |      350.199
     350.460 |        0.461 |      350.922
     351.140 |        0.473 |      351.613
     387.259 |       12.578 |      399.837
     351.855 |        0.474 |      352.329
     352.179 |        0.457 |      352.636
     352.177 |        0.464 |      352.642
     352.648 |        0.492 |      353.140
     450.587 |        0.472 |      451.059
     353.102 |        0.508 |      353.611
     353.746 |        0.480 |      354.226
     354.016 |        0.459 |      354.475
