  QueueTimes | ServiceTimes | SojournTimes
       0.103 |        3.060 |        3.163
       0.102 |        5.706 |        5.808
       0.104 |        7.256 |        7.360
       0.295 |        9.241 |        9.536
       0.071 |        3.083 |        3.154
       0.079 |       10.343 |       10.422
       0.105 |        3.206 |        3.311
       0.103 |        3.124 |        3.226
       0.102 |        5.190 |        5.292
       1.484 |        4.961 |        6.445
       1.727 |       11.971 |       13.698
       1.798 |        4.526 |        6.324
       0.131 |        3.180 |        3.311
       0.161 |       15.737 |       15.898
       0.100 |        2.290 |        2.391
       0.183 |        5.461 |        5.643
       0.146 |        7.269 |        7.415
       0.085 |       10.724 |       10.809
       0.076 |        2.671 |        2.747
       0.091 |        2.991 |        3.082
       0.102 |       17.528 |       17.631
       0.097 |        3.019 |        3.117
       0.081 |        4.630 |        4.711
       2.745 |        5.413 |        8.158
       1.217 |       12.005 |       13.223
       1.993 |        3.119 |        5.112
       0.088 |        9.017 |        9.105
       0.153 |        3.229 |        3.382
       0.098 |        4.085 |        4.183
       0.099 |        2.798 |        2.898
       0.109 |        3.924 |        4.033
       0.952 |        5.511 |        6.463
       0.953 |        9.691 |       10.644
       0.068 |        3.253 |        3.322
       2.102 |        7.198 |        9.300
       0.066 |        3.115 |        3.181
       0.075 |        4.016 |        4.091
       0.085 |        8.938 |        9.022
       0.177 |       18.919 |       19.096
       0.119 |        2.615 |        2.733
       0.068 |        4.334 |        4.402
       1.154 |        6.167 |        7.321
       0.151 |        4.911 |        5.061
       0.103 |        4.721 |        4.824
       3.604 |        5.391 |        8.995
       2.483 |       13.500 |       15.983
       6.426 |        7.624 |       14.050
       2.635 |       16.204 |       18.839
       1.380 |        3.556 |        4.936
       0.069 |       21.086 |       21.155
       0.144 |        7.210 |        7.354
       0.085 |        4.795 |        4.880
       0.152 |        3.434 |        3.586
       0.084 |        6.672 |        6.756
       1.099 |        3.991 |        5.090
       0.107 |       10.048 |       10.154
       0.572 |        2.678 |        3.251
       0.102 |        5.634 |        5.736
       0.102 |        5.667 |        5.769
       0.078 |        5.367 |        5.445
       0.122 |        3.453 |        3.575
       0.071 |        4.912 |        4.984
       0.098 |       14.496 |       14.593
       0.066 |        4.685 |        4.751
       0.100 |        5.120 |        5.219
       0.068 |        2.992 |        3.060
       0.099 |        3.791 |        3.890
       0.071 |        2.791 |        2.862
       0.552 |        4.000 |        4.552
       0.412 |        3.868 |        4.281
       0.093 |       11.230 |       11.323
       0.118 |        3.569 |        3.687
       0.113 |        4.441 |        4.553
       0.103 |        4.374 |        4.476
       0.103 |        3.257 |        3.360
       0.098 |        4.962 |        5.060
       0.170 |        2.803 |        2.973
       0.069 |        2.478 |        2.547
       0.148 |       10.034 |       10.182
       0.691 |        3.858 |        4.549
       1.317 |        2.441 |        3.758
       0.144 |        5.574 |        5.718
       0.181 |        8.650 |        8.832
       0.106 |        3.311 |        3.417
       0.093 |        6.635 |        6.728
       0.108 |        2.507 |        2.615
       1.368 |        4.462 |        5.830
       0.093 |        7.207 |        7.300
       0.087 |        3.023 |        3.110
       0.159 |        3.335 |        3.494
       0.094 |        3.553 |        3.647
       0.102 |        4.957 |        5.059
       1.574 |        5.103 |        6.677
       2.363 |        9.069 |       11.432
       3.252 |        7.999 |       11.252
       0.141 |        2.521 |        2.662
       1.748 |        4.776 |        6.525
       1.148 |       12.645 |       13.793
       0.964 |        6.147 |        7.111
       0.075 |        1.906 |        1.980
       0.198 |        1.942 |        2.139
       0.184 |        9.031 |        9.215
       0.079 |        5.651 |        5.729
       0.070 |        3.638 |        3.708
       0.145 |        1.984 |        2.129
       0.070 |        3.205 |        3.275
       0.077 |        8.186 |        8.262
       0.745 |        7.470 |        8.215
       0.072 |        5.312 |        5.384
       0.068 |        9.220 |        9.288
       2.671 |       15.673 |       18.344
       1.399 |        4.864 |        6.263
       0.065 |        2.405 |        2.469
       1.037 |        4.157 |        5.194
       0.150 |        6.737 |        6.887
       0.091 |        2.886 |        2.977
       0.101 |        2.847 |        2.948
       0.136 |        2.176 |        2.311
       0.072 |        3.647 |        3.719
       5.024 |        9.787 |       14.810
       2.848 |       12.501 |       15.349
       0.128 |        3.298 |        3.426
       0.075 |        2.873 |        2.948
       0.667 |        6.397 |        7.064
       0.321 |       10.260 |       10.582
       0.097 |        4.508 |        4.604
       0.075 |        5.698 |        5.773
       0.084 |        3.469 |        3.553
       0.074 |        4.063 |        4.137
       0.068 |        6.046 |        6.114
       0.134 |       14.702 |       14.836
       0.171 |        4.054 |        4.225
       0.143 |        4.308 |        4.451
       0.100 |        5.802 |        5.902
       0.147 |        9.206 |        9.354
       0.065 |       12.001 |       12.066
       0.558 |        6.772 |        7.330
       0.067 |        3.287 |        3.355
       0.069 |        9.823 |        9.892
       0.133 |        3.173 |        3.305
       0.104 |       10.473 |       10.577
       0.080 |        6.197 |        6.277
       1.473 |        7.237 |        8.710
       0.176 |        4.994 |        5.170
       0.088 |        5.532 |        5.621
       0.154 |        2.851 |        3.005
       0.139 |        3.620 |        3.759
       0.076 |        4.481 |        4.557
       2.138 |        8.494 |       10.631
       0.170 |       15.207 |       15.377
       0.071 |        6.358 |        6.429
       0.070 |        2.621 |        2.690
       2.253 |        6.026 |        8.279
       1.551 |        6.080 |        7.631
       0.486 |        8.055 |        8.541
       0.071 |        4.462 |        4.533
       0.150 |        3.824 |        3.974
       1.302 |        4.499 |        5.801
       0.150 |        9.625 |        9.775
       0.123 |        4.352 |        4.475
       0.874 |        5.879 |        6.752
       1.148 |        4.157 |        5.304
       0.761 |        4.042 |        4.802
       0.085 |        4.004 |        4.089
       0.149 |        8.786 |        8.935
       0.133 |        4.003 |        4.137
       0.070 |        4.309 |        4.380
       0.073 |        7.720 |        7.793
       0.076 |       14.368 |       14.444
       0.068 |        4.105 |        4.173
       0.077 |       18.063 |       18.139
       0.150 |       21.439 |       21.589
       0.082 |       10.250 |       10.333
       0.068 |       16.152 |       16.220
       1.446 |        2.818 |        4.264
       0.159 |        3.280 |        3.439
       0.127 |        3.964 |        4.092
       0.070 |        5.221 |        5.291
       2.221 |       15.528 |       17.749
       4.102 |        6.924 |       11.026
       5.733 |        7.969 |       13.703
       1.255 |        4.156 |        5.411
       2.002 |        3.482 |        5.484
       0.481 |       11.038 |       11.519
       0.069 |        4.733 |        4.802
       0.148 |        3.876 |        4.024
       0.072 |        3.621 |        3.693
       0.104 |       14.429 |       14.534
       0.076 |        6.527 |        6.602
       1.353 |        6.235 |        7.587
       0.117 |       12.597 |       12.714
       2.168 |        3.093 |        5.260
       1.208 |        8.442 |        9.650
       0.142 |        9.588 |        9.730
       0.117 |        5.586 |        5.703
       0.102 |        3.196 |        3.298
       0.077 |        3.449 |        3.526
       0.155 |        1.985 |        2.141
       0.091 |        3.257 |        3.348
       0.140 |       10.662 |       10.802
       0.910 |        3.146 |        4.056
       0.118 |        7.813 |        7.931
       0.130 |        3.781 |        3.910
       0.125 |        6.079 |        6.204
       0.977 |        4.098 |        5.074
       0.070 |        9.860 |        9.929
       0.084 |        2.609 |        2.693
       0.082 |        2.685 |        2.768
       0.064 |        3.085 |        3.149
       0.061 |        3.028 |        3.089
       0.172 |       14.014 |       14.186
       2.354 |        2.666 |        5.021
       4.241 |        7.247 |       11.488
       0.072 |        5.784 |        5.856
       0.074 |        3.278 |        3.352
       9.823 |        7.578 |       17.401
       0.189 |        3.471 |        3.660
       0.150 |        3.226 |        3.376
       0.165 |        4.125 |        4.290
       0.083 |        5.186 |        5.269
       0.185 |        8.715 |        8.899
       0.147 |        3.198 |        3.345
       0.104 |        4.016 |        4.119
       0.161 |        3.614 |        3.775
       0.093 |        5.935 |        6.028
       0.066 |        2.955 |        3.021
       0.872 |        4.085 |        4.957
       2.924 |       15.140 |       18.064
       1.590 |       10.822 |       12.412
       0.600 |       11.047 |       11.647
       0.148 |        5.631 |        5.779
       0.104 |        4.362 |        4.466
       0.078 |        4.350 |        4.428
       2.466 |        5.672 |        8.138
       2.056 |        1.880 |        3.935
       0.067 |        4.043 |        4.109
       0.610 |       10.305 |       10.915
       0.993 |        3.060 |        4.053
       0.446 |        6.061 |        6.507
       0.097 |        4.034 |        4.130
       0.419 |        4.150 |        4.569
       0.147 |        4.074 |        4.222
       0.131 |        5.907 |        6.038
       0.155 |        3.260 |        3.414
       0.098 |        4.193 |        4.291
       0.097 |        5.077 |        5.174
       0.077 |        6.788 |        6.865
       0.075 |        2.457 |        2.533
       0.100 |        2.101 |        2.201
       0.104 |        4.048 |        4.152
       0.100 |        6.107 |        6.207
       0.150 |        3.190 |        3.339
       0.078 |        4.887 |        4.965
       0.079 |        5.939 |        6.018
       0.093 |        3.954 |        4.047
       1.014 |        4.707 |        5.722
       0.916 |        3.730 |        4.646
       0.843 |        3.447 |        4.290
       0.240 |        8.157 |        8.397
       0.121 |        2.692 |        2.813
       0.101 |        3.543 |        3.644
       0.168 |        4.497 |        4.664
       0.145 |        3.771 |        3.916
       0.103 |        3.202 |        3.304
       0.121 |        3.964 |        4.086
       0.073 |        3.572 |        3.645
       0.064 |        7.671 |        7.735
       0.102 |       16.477 |       16.579
       1.382 |        5.334 |        6.716
       0.697 |        3.547 |        4.243
       0.113 |        5.730 |        5.842
       0.114 |        4.030 |        4.144
       0.102 |        5.687 |        5.789
       0.084 |        8.454 |        8.538
       0.108 |        5.885 |        5.994
       0.100 |        5.425 |        5.526
       0.123 |        3.309 |        3.432
       0.152 |        4.594 |        4.746
       0.150 |        6.666 |        6.816
       0.101 |       10.140 |       10.241
       0.087 |        3.571 |        3.658
       0.741 |        2.941 |        3.682
       0.100 |       11.156 |       11.256
       0.458 |       13.777 |       14.235
       0.101 |        6.546 |        6.647
       0.589 |        4.218 |        4.806
       0.096 |        4.190 |        4.286
       0.066 |        9.646 |        9.712
       0.126 |        4.926 |        5.052
       0.098 |        3.667 |        3.766
       0.087 |        9.082 |        9.169
       3.299 |        3.909 |        7.208
       0.164 |       17.656 |       17.820
       0.068 |        4.792 |        4.860
       4.320 |       11.557 |       15.877
       0.726 |        3.216 |        3.942
       0.138 |        7.870 |        8.008
       0.116 |        4.102 |        4.217
       0.103 |        7.861 |        7.964
       2.669 |       14.056 |       16.725
       2.981 |       13.641 |       16.622
       0.078 |       11.485 |       11.563
       2.975 |        5.590 |        8.565
       0.276 |        3.536 |        3.812
       0.150 |        5.239 |        5.388
       0.118 |        4.582 |        4.700
       0.144 |        4.450 |        4.594
       0.151 |        5.085 |        5.236
       0.069 |        8.131 |        8.201
       0.096 |        3.473 |        3.569
       0.490 |        6.476 |        6.966
       0.102 |        3.730 |        3.831
       0.069 |        3.631 |        3.700
       0.527 |       13.670 |       14.197
       0.123 |        4.482 |        4.604
       0.092 |        3.161 |        3.252
       0.114 |        4.195 |        4.309
       0.155 |        4.473 |        4.628
       0.136 |        3.879 |        4.016
       0.080 |        5.947 |        6.027
       0.545 |        2.027 |        2.572
       0.112 |        6.191 |        6.303
       0.078 |        5.058 |        5.136
       0.107 |        4.503 |        4.610
       0.170 |        3.749 |        3.919
       0.100 |        3.069 |        3.169
       0.118 |        4.994 |        5.111
       0.117 |        6.448 |        6.565
       0.700 |       12.356 |       13.056
       0.105 |        2.696 |        2.802
       0.064 |       13.447 |       13.511
       0.149 |        6.458 |        6.607
       2.997 |        7.573 |       10.570
       0.939 |       10.744 |       11.683
       0.434 |        8.151 |        8.585
       0.150 |        4.194 |        4.344
       1.042 |        4.090 |        5.132
       0.404 |        9.351 |        9.754
       0.103 |        3.677 |        3.780
       0.071 |        4.619 |        4.690
       0.121 |       11.829 |       11.950
       0.125 |        3.571 |        3.696
       0.304 |        3.846 |        4.150
       0.169 |        3.526 |        3.695
       0.098 |        5.777 |        5.875
       0.153 |        6.148 |        6.301
       0.076 |        3.813 |        3.888
       0.101 |        3.557 |        3.658
       0.103 |        3.746 |        3.850
       0.154 |        6.100 |        6.254
       0.079 |        3.275 |        3.354
       0.073 |        7.129 |        7.203
       0.420 |        7.022 |        7.442
       0.071 |        3.028 |        3.099
       0.430 |        8.330 |        8.760
       0.103 |        3.118 |        3.221
       0.189 |        4.936 |        5.125
       0.074 |        3.323 |        3.397
       0.118 |        7.007 |        7.125
       0.159 |        3.078 |        3.237
       0.069 |        5.606 |        5.675
       0.069 |        5.119 |        5.188
       0.301 |       15.675 |       15.976
       0.080 |        2.283 |        2.364
       0.151 |        2.739 |        2.890
       0.105 |        5.828 |        5.933
       0.719 |        4.047 |        4.767
       0.150 |        7.015 |        7.165
       0.075 |        5.274 |        5.350
       0.066 |       12.044 |       12.110
       3.495 |        9.229 |       12.724
       1.932 |        3.205 |        5.138
       0.064 |        4.784 |        4.848
       0.070 |        6.601 |        6.670
       0.064 |        3.417 |        3.481
       0.073 |        3.211 |        3.284
       0.144 |        6.580 |        6.725
       0.128 |        5.665 |        5.793
       1.271 |       13.408 |       14.678
       0.074 |        6.649 |        6.723
       0.163 |        5.395 |        5.557
       0.108 |        9.549 |        9.657
       0.137 |        3.162 |        3.299
       0.573 |        4.066 |        4.638
       0.166 |        8.262 |        8.428
       2.544 |       10.044 |       12.588
       0.073 |        4.433 |        4.506
       0.159 |        2.157 |        2.316
       0.175 |        6.031 |        6.206
       0.160 |        3.039 |        3.199
       0.103 |        3.770 |        3.872
       0.175 |        3.416 |        3.591
       0.068 |        4.740 |        4.807
       0.064 |        4.511 |        4.576
       0.241 |        5.290 |        5.531
       0.077 |       13.707 |       13.784
       0.081 |        3.956 |        4.037
       0.075 |       10.236 |       10.311
       0.063 |        9.197 |        9.260
       0.105 |        5.660 |        5.766
       0.676 |        4.752 |        5.428
       0.101 |        4.149 |        4.250
       0.066 |        1.894 |        1.960
       0.068 |       11.361 |       11.429
       0.151 |        2.849 |        2.999
       0.146 |        6.441 |        6.587
       0.101 |        4.167 |        4.269
       0.104 |        3.908 |        4.012
       0.085 |       13.053 |       13.138
       0.068 |        3.210 |        3.278
       0.094 |        4.213 |        4.307
       1.014 |       10.736 |       11.750
       0.116 |        9.730 |        9.846
       0.087 |        3.544 |        3.631
       3.080 |        3.814 |        6.893
       1.597 |        3.507 |        5.104
       1.988 |        9.518 |       11.507
       0.105 |        5.188 |        5.293
       0.125 |        5.562 |        5.686
       0.102 |        2.751 |        2.852
       0.143 |        3.618 |        3.761
       0.133 |        3.460 |        3.593
       0.076 |        5.496 |        5.571
       0.426 |        3.001 |        3.427
       0.069 |        9.132 |        9.201
       0.072 |        3.352 |        3.424
       0.152 |        6.678 |        6.830
       0.079 |       10.323 |       10.401
       0.091 |        3.838 |        3.929
       0.115 |        4.302 |        4.417
       0.120 |        4.140 |        4.261
       0.074 |        5.447 |        5.522
       0.081 |        3.580 |        3.661
       0.064 |        2.396 |        2.460
       0.098 |        4.825 |        4.923
       0.136 |        3.691 |        3.828
       0.103 |        3.488 |        3.591
       0.102 |        3.904 |        4.007
       0.154 |        6.795 |        6.949
       0.150 |        3.745 |        3.895
       0.132 |        4.608 |        4.740
       0.784 |        7.588 |        8.372
       0.071 |        5.590 |        5.661
       0.125 |        4.978 |        5.103
       0.077 |        3.539 |        3.615
       0.123 |        8.495 |        8.617
       0.070 |       12.521 |       12.591
       0.068 |        7.218 |        7.287
       0.102 |        3.678 |        3.780
       0.159 |        3.749 |        3.907
       0.137 |        4.228 |        4.364
       0.067 |        5.108 |        5.176
       0.716 |        5.337 |        6.053
       0.084 |       13.592 |       13.676
       0.071 |        9.585 |        9.656
       0.124 |        4.160 |        4.284
       0.065 |        4.745 |        4.809
       0.154 |        3.522 |        3.676
       0.099 |        6.252 |        6.351
       0.072 |        3.089 |        3.160
       0.102 |       12.853 |       12.955
       0.068 |        2.661 |        2.730
       0.079 |        5.529 |        5.608
       0.079 |        2.870 |        2.950
       0.078 |        4.350 |        4.427
       0.101 |        3.949 |        4.049
       0.358 |        3.442 |        3.801
       0.534 |        3.020 |        3.554
       0.081 |        5.550 |        5.631
       0.733 |        6.470 |        7.203
       1.337 |       10.310 |       11.647
       0.540 |        2.081 |        2.621
       0.125 |        2.980 |        3.105
       0.074 |        2.905 |        2.979
       0.108 |        2.411 |        2.519
       0.097 |        3.307 |        3.404
       0.108 |        3.138 |        3.245
       0.150 |        9.650 |        9.799
       0.080 |        3.805 |        3.885
       0.277 |        4.432 |        4.710
       0.095 |        5.302 |        5.397
       0.101 |        3.039 |        3.140
       0.089 |        2.962 |        3.051
       0.084 |        3.551 |        3.635
       0.100 |        8.708 |        8.809
       0.146 |        6.008 |        6.154
       0.162 |        5.444 |        5.606
       0.144 |        4.187 |        4.331
       0.066 |        7.411 |        7.477
       0.065 |        7.195 |        7.260
       1.341 |        7.676 |        9.017
       0.316 |       17.674 |       17.990
       0.320 |       16.442 |       16.762
       0.101 |        3.523 |        3.624
       0.118 |        1.939 |        2.056
       0.076 |        1.871 |        1.947
       0.116 |        9.302 |        9.418
       0.073 |        3.220 |        3.293
       0.098 |        7.742 |        7.840
       1.002 |        6.728 |        7.730
       0.102 |        9.940 |       10.041
       0.992 |        8.430 |        9.422
       0.064 |        4.514 |        4.578
       0.502 |        5.792 |        6.295
       0.196 |       18.328 |       18.524
       0.099 |        3.665 |        3.764
       1.315 |        4.960 |        6.275
       0.105 |        6.341 |        6.446
       0.116 |        5.212 |        5.328
       0.064 |       10.667 |       10.731
       1.344 |        3.961 |        5.305
       0.620 |        2.229 |        2.849
       0.099 |        3.060 |        3.158
       0.175 |        3.928 |        4.103
       0.183 |        4.377 |        4.560
       0.139 |        5.912 |        6.051
       0.111 |        4.564 |        4.675
       0.098 |        9.318 |        9.416
       0.967 |        5.523 |        6.490
       1.772 |        8.991 |       10.764
       1.643 |        7.777 |        9.420
       0.064 |        4.726 |        4.790
       2.702 |        6.470 |        9.172
       2.887 |        6.401 |        9.288
       0.703 |        2.553 |        3.256
       0.072 |        3.474 |        3.546
       1.568 |       10.751 |       12.319
       0.652 |        3.676 |        4.329
       0.151 |        2.836 |        2.986
       0.133 |        3.530 |        3.663
       0.158 |        5.311 |        5.469
       0.293 |        5.435 |        5.728
       0.101 |        2.929 |        3.031
       0.073 |        3.464 |        3.536
       0.100 |        9.408 |        9.508
       0.086 |        3.184 |        3.270
       0.100 |        2.717 |        2.817
       0.101 |        6.019 |        6.120
       0.420 |        7.487 |        7.907
       0.101 |        2.491 |        2.592
       0.997 |        6.547 |        7.544
       0.070 |        6.621 |        6.690
       3.663 |        4.748 |        8.412
       0.065 |        4.336 |        4.401
       2.862 |       13.181 |       16.043
       0.101 |        3.943 |        4.044
       1.506 |        5.412 |        6.918
       0.071 |        4.913 |        4.984
       0.103 |        9.548 |        9.652
       0.066 |        3.319 |        3.385
       0.541 |        3.051 |        3.593
       0.071 |        4.774 |        4.844
       0.069 |        3.907 |        3.975
       0.704 |        6.002 |        6.706
       0.104 |        5.279 |        5.383
       0.103 |        4.077 |        4.180
       0.170 |       11.999 |       12.170
       0.084 |        8.360 |        8.444
       0.077 |       14.445 |       14.522
       0.064 |        5.343 |        5.407
       0.063 |        8.614 |        8.677
       0.195 |        3.009 |        3.204
       0.175 |        2.009 |        2.184
       0.183 |        7.593 |        7.776
       0.111 |        3.800 |        3.911
       0.368 |       13.148 |       13.516
       0.149 |        5.707 |        5.856
       0.150 |        3.765 |        3.914
       0.139 |        8.663 |        8.802
       0.333 |        8.598 |        8.931
       0.140 |        4.354 |        4.494
       0.067 |        3.007 |        3.074
       0.159 |        2.584 |        2.743
       0.116 |        6.344 |        6.460
       0.096 |        4.377 |        4.473
       1.327 |        7.671 |        8.998
       0.067 |        3.052 |        3.119
       0.064 |       13.912 |       13.976
       0.383 |       13.688 |       14.071
       0.078 |        2.086 |        2.164
       0.437 |        3.496 |        3.934
       0.141 |        6.113 |        6.254
       2.398 |        3.671 |        6.069
       0.582 |        3.941 |        4.523
       0.112 |        3.693 |        3.805
       0.145 |        6.466 |        6.611
       0.974 |        5.323 |        6.297
       3.839 |       13.650 |       17.490
       3.022 |        3.660 |        6.683
       2.121 |        6.455 |        8.577
       0.256 |       11.690 |       11.946
       0.152 |        3.125 |        3.277
       0.103 |        4.974 |        5.077
       0.098 |        3.022 |        3.120
       0.130 |        6.856 |        6.986
       0.146 |        8.867 |        9.013
       0.080 |        7.056 |        7.136
       0.966 |       12.055 |       13.021
       0.487 |       12.634 |       13.122
       1.944 |        3.386 |        5.330
       0.068 |       11.788 |       11.857
       0.136 |        4.564 |        4.700
       0.632 |        3.175 |        3.807
       0.119 |        5.002 |        5.121
       0.073 |        4.008 |        4.081
       0.104 |        3.848 |        3.952
       0.104 |        3.784 |        3.887
       0.081 |        5.071 |        5.152
       0.176 |       13.069 |       13.245
       0.079 |        5.570 |        5.649
       3.547 |        6.119 |        9.666
       0.843 |       11.555 |       12.399
       0.078 |        4.886 |        4.965
       0.099 |        2.984 |        3.083
       0.327 |        2.585 |        2.912
       0.146 |        5.738 |        5.884
       0.132 |        8.454 |        8.586
       0.120 |        1.819 |        1.939
       0.080 |        8.946 |        9.027
       0.069 |        5.556 |        5.625
       0.069 |        3.743 |        3.812
       0.889 |        4.420 |        5.309
       0.132 |       21.140 |       21.272
       0.082 |       20.388 |       20.470
       3.344 |       22.091 |       25.435
       0.114 |        3.340 |        3.454
       0.171 |        4.108 |        4.279
       0.118 |        3.429 |        3.547
       0.174 |        3.898 |        4.072
       0.140 |        4.039 |        4.178
       0.081 |        4.164 |        4.245
       2.041 |       11.192 |       13.233
       1.584 |        6.002 |        7.586
       0.075 |        3.537 |        3.612
       0.154 |        7.741 |        7.896
       0.109 |        6.781 |        6.890
       0.577 |        6.664 |        7.241
       0.166 |        3.501 |        3.668
       0.174 |        4.158 |        4.332
       0.670 |        4.266 |        4.936
       0.134 |        8.002 |        8.136
       0.104 |        5.447 |        5.552
       0.089 |        4.742 |        4.831
       0.104 |        5.692 |        5.795
       0.083 |        5.510 |        5.593
       0.503 |        5.313 |        5.815
       1.405 |        4.456 |        5.861
       0.374 |        3.883 |        4.258
       0.083 |        5.361 |        5.444
       0.063 |       10.352 |       10.415
       0.151 |        6.073 |        6.224
       0.094 |        3.214 |        3.308
       0.326 |        2.913 |        3.239
       0.069 |        2.959 |        3.028
       0.071 |        5.240 |        5.311
       0.909 |        6.173 |        7.082
       1.077 |       14.850 |       15.926
       3.812 |       11.840 |       15.652
       0.065 |        3.013 |        3.078
       0.070 |       16.152 |       16.222
       0.068 |        9.447 |        9.515
       2.235 |       10.175 |       12.409
       0.102 |        7.108 |        7.210
       0.334 |        7.760 |        8.094
       0.071 |       15.231 |       15.302
       0.081 |        5.029 |        5.111
       0.071 |        5.303 |        5.373
       0.260 |        8.154 |        8.414
       2.530 |       13.342 |       15.871
       0.069 |        3.343 |        3.412
       0.117 |       10.686 |       10.803
       0.460 |        5.111 |        5.571
       0.172 |       12.461 |       12.633
       0.113 |        6.575 |        6.687
       0.191 |        6.880 |        7.071
       0.779 |        4.759 |        5.538
       0.152 |        2.853 |        3.005
       0.151 |        5.792 |        5.943
       0.089 |        4.011 |        4.100
       0.081 |        5.600 |        5.681
       0.151 |        9.227 |        9.379
       0.082 |        3.031 |        3.112
       0.466 |        4.163 |        4.629
       0.180 |        5.233 |        5.413
       0.096 |        4.702 |        4.798
       0.192 |       10.698 |       10.890
       0.070 |        4.515 |        4.586
       0.063 |        5.127 |        5.191
       0.146 |       12.720 |       12.865
       1.193 |       11.605 |       12.798
       0.099 |        3.680 |        3.779
       0.077 |        3.022 |        3.099
       0.144 |        8.832 |        8.976
