  QueueTimes | ServiceTimes | SojournTimes
       0.079 |        3.395 |        3.474
       0.464 |       12.202 |       12.665
       0.112 |        3.692 |        3.804
       0.077 |        3.351 |        3.429
       0.072 |        3.571 |        3.643
       0.364 |        3.278 |        3.642
       0.117 |       17.778 |       17.895
       0.112 |        3.744 |        3.856
       1.315 |        4.202 |        5.517
       0.114 |        3.586 |        3.700
       0.148 |        3.662 |        3.810
       0.107 |        9.171 |        9.278
       0.116 |       17.847 |       17.962
       0.117 |       20.911 |       21.028
       9.031 |        2.077 |       11.107
       0.117 |       30.734 |       30.851
       0.143 |       26.651 |       26.794
       8.947 |       30.495 |       39.442
       6.142 |        6.075 |       12.217
       4.567 |        4.006 |        8.573
       0.211 |        3.001 |        3.212
       0.109 |        3.498 |        3.608
       0.098 |        4.452 |        4.551
       0.208 |        5.063 |        5.271
       0.107 |        4.271 |        4.378
       0.108 |        5.108 |        5.217
       0.087 |       12.736 |       12.822
       0.084 |        6.923 |        7.007
       0.072 |        2.751 |        2.824
       0.077 |        3.000 |        3.077
       0.100 |        4.612 |        4.712
       0.134 |       14.007 |       14.141
       0.315 |        3.790 |        4.104
       0.077 |        3.862 |        3.939
       0.176 |        3.952 |        4.129
       0.167 |        6.178 |        6.345
       0.293 |        6.310 |        6.603
       0.105 |        4.985 |        5.090
       0.068 |        5.080 |        5.148
       1.216 |        3.310 |        4.526
       0.113 |        5.920 |        6.034
       0.071 |        4.184 |        4.254
       0.085 |        2.013 |        2.098
       0.073 |       15.290 |       15.363
       0.083 |       11.093 |       11.176
       0.439 |        2.973 |        3.412
       0.108 |        5.383 |        5.490
       0.069 |       10.712 |       10.781
       0.119 |        5.488 |        5.607
       0.109 |        4.528 |        4.637
       0.109 |        3.896 |        4.005
       0.170 |        4.806 |        4.976
       0.075 |        8.964 |        9.040
       0.073 |        3.447 |        3.520
       0.109 |        6.892 |        7.000
       0.087 |        5.417 |        5.504
       0.119 |        7.401 |        7.520
       3.397 |        6.882 |       10.278
       1.088 |        2.692 |        3.780
       0.137 |        4.372 |        4.509
       0.165 |        6.028 |        6.193
       0.123 |        3.939 |        4.062
       0.121 |        6.818 |        6.940
       1.199 |        2.464 |        3.663
       0.146 |        4.997 |        5.142
       0.077 |        3.387 |        3.464
       0.896 |        4.672 |        5.568
       0.098 |        3.143 |        3.242
       0.176 |        4.581 |        4.756
       0.111 |        8.468 |        8.580
       0.133 |        5.589 |        5.722
       0.485 |        7.068 |        7.552
       0.163 |        3.908 |        4.071
       0.120 |        6.398 |        6.518
       0.068 |        3.428 |        3.496
       0.096 |        3.458 |        3.554
       0.087 |        6.106 |        6.193
       0.080 |        6.509 |        6.590
       0.136 |       20.098 |       20.234
       0.073 |        7.508 |        7.581
       1.407 |        7.153 |        8.561
       0.082 |        2.883 |        2.965
       0.111 |        3.406 |        3.517
       0.110 |        5.745 |        5.855
       0.134 |        4.910 |        5.044
       0.154 |        5.306 |        5.460
       0.788 |        7.465 |        8.254
       0.104 |        4.937 |        5.041
       0.531 |        3.169 |        3.700
       0.071 |        9.307 |        9.378
       0.071 |        6.025 |        6.096
       0.076 |        5.017 |        5.092
       0.095 |       11.975 |       12.070
       0.085 |        9.905 |        9.990
       1.418 |        5.865 |        7.284
       0.082 |       12.937 |       13.019
       0.143 |        4.046 |        4.189
       0.131 |        3.697 |        3.828
       0.068 |        2.852 |        2.920
       0.070 |        8.460 |        8.530
       0.089 |        7.118 |        7.207
       1.101 |       14.665 |       15.766
       0.066 |        4.191 |        4.258
       5.256 |       17.043 |       22.299
       0.125 |        3.707 |        3.832
       0.087 |        4.941 |        5.029
       0.093 |        4.543 |        4.636
       0.063 |        2.985 |        3.049
       0.503 |        8.943 |        9.446
       0.068 |        4.714 |        4.782
       0.413 |       15.865 |       16.277
       0.080 |        4.551 |        4.630
       0.069 |        3.846 |        3.915
       0.099 |       10.310 |       10.409
       0.083 |        3.733 |        3.817
       0.164 |        7.071 |        7.235
       0.070 |        4.715 |        4.784
       0.080 |        3.614 |        3.694
       0.081 |        3.498 |        3.579
       0.063 |        4.031 |        4.094
       2.153 |       13.258 |       15.411
       3.476 |        4.316 |        7.792
       3.276 |        5.136 |        8.412
       0.070 |       11.883 |       11.953
       3.702 |        4.925 |        8.627
       0.080 |        2.679 |        2.759
       0.083 |        4.204 |        4.287
       0.107 |        5.884 |        5.990
       0.149 |        8.153 |        8.302
       0.790 |        5.775 |        6.565
       0.149 |        3.331 |        3.480
       0.081 |        2.902 |        2.983
       3.465 |        9.352 |       12.816
       0.821 |        6.446 |        7.267
       1.529 |        4.322 |        5.851
       1.936 |        4.000 |        5.935
       0.104 |        2.098 |        2.202
       0.156 |        4.096 |        4.253
       0.135 |        4.475 |        4.610
       0.113 |        3.974 |        4.086
       1.442 |        5.171 |        6.613
       0.094 |       16.372 |       16.467
       0.068 |        2.291 |        2.359
       0.105 |       10.273 |       10.378
       0.102 |        4.035 |        4.137
       0.101 |        5.473 |        5.574
       0.102 |        6.582 |        6.684
       1.427 |        7.116 |        8.543
       1.931 |        7.806 |        9.738
       0.121 |        4.590 |        4.711
       1.385 |        4.563 |        5.948
       0.722 |       12.618 |       13.340
       0.064 |        2.261 |        2.325
       0.072 |        5.748 |        5.820
       0.075 |       16.920 |       16.995
       0.078 |        3.429 |        3.507
       0.076 |        2.357 |        2.432
       0.122 |        7.602 |        7.724
       1.021 |        2.393 |        3.414
       0.064 |        4.018 |        4.082
       0.077 |       11.120 |       11.197
       0.700 |        3.614 |        4.315
       2.373 |        9.291 |       11.664
       0.991 |        8.487 |        9.478
       1.827 |        9.251 |       11.078
       1.091 |        4.115 |        5.207
       0.125 |        5.046 |        5.171
       0.065 |        6.416 |        6.482
       0.111 |        3.638 |        3.749
       0.106 |        3.522 |        3.628
       0.067 |        2.902 |        2.968
       3.366 |        3.234 |        6.599
       0.077 |        5.083 |        5.161
       4.110 |       11.773 |       15.882
       1.323 |       15.339 |       16.662
       0.114 |        1.906 |        2.020
       0.076 |        3.713 |        3.789
       0.080 |        9.518 |        9.599
       2.280 |       16.619 |       18.899
       2.032 |        5.321 |        7.353
       0.073 |        7.385 |        7.457
       0.140 |        4.820 |        4.960
       0.093 |        6.328 |        6.421
       1.396 |        8.573 |        9.969
       0.078 |        7.938 |        8.016
       0.116 |        4.401 |        4.517
       0.075 |        3.708 |        3.783
       0.133 |       10.039 |       10.172
       0.071 |        3.554 |        3.625
       0.080 |        9.825 |        9.905
       1.029 |        4.246 |        5.275
       2.161 |        5.360 |        7.522
       0.067 |        8.875 |        8.942
       0.084 |        9.678 |        9.763
       0.104 |        3.037 |        3.141
       0.814 |        3.999 |        4.813
       0.425 |        9.545 |        9.970
       0.081 |        5.164 |        5.245
       0.078 |        9.106 |        9.184
       0.102 |        3.595 |        3.697
       0.093 |        4.295 |        4.388
       0.090 |        2.988 |        3.077
       0.100 |        7.791 |        7.892
       1.135 |       11.744 |       12.879
       0.208 |        3.197 |        3.405
       0.065 |        4.952 |        5.017
       3.533 |       12.993 |       16.526
       2.452 |        9.875 |       12.327
       4.393 |       13.313 |       17.707
       1.017 |        2.520 |        3.537
       0.159 |        6.434 |        6.594
       0.086 |        5.973 |        6.059
       1.516 |        8.142 |        9.657
       0.078 |        4.422 |        4.500
       0.825 |        4.364 |        5.189
       0.078 |        4.963 |        5.041
       0.547 |        5.439 |        5.986
       0.091 |        7.242 |        7.333
       0.447 |        5.997 |        6.444
       0.149 |        4.567 |        4.716
       0.646 |        5.086 |        5.731
       0.050 |        3.296 |        3.346
       0.080 |       11.786 |       11.866
       0.071 |       12.236 |       12.308
       0.069 |        7.952 |        8.021
       0.077 |       15.895 |       15.971
       0.069 |        6.536 |        6.605
       0.167 |       23.625 |       23.793
       0.808 |        2.366 |        3.173
       0.129 |        4.084 |        4.213
       0.140 |        4.540 |        4.680
       0.092 |        4.102 |        4.194
       0.137 |        9.134 |        9.271
       1.908 |        4.300 |        6.208
       0.996 |        3.189 |        4.185
       0.064 |        5.498 |        5.562
       0.131 |       10.633 |       10.764
       0.588 |        6.431 |        7.019
       0.066 |        5.380 |        5.446
       0.104 |        4.356 |        4.459
       0.130 |        4.137 |        4.268
       0.065 |        4.101 |        4.166
       0.094 |        4.705 |        4.799
       0.121 |        5.865 |        5.986
       1.818 |       14.030 |       15.848
       1.431 |        6.440 |        7.871
       0.604 |        8.185 |        8.789
       0.065 |       12.900 |       12.966
       0.102 |        3.952 |        4.055
       0.089 |        4.076 |        4.165
       0.128 |        4.011 |        4.139
       0.081 |        3.105 |        3.186
       0.070 |        4.579 |        4.649
       0.083 |       10.537 |       10.620
       0.974 |        2.387 |        3.361
       0.076 |        5.956 |        6.031
       0.117 |        5.537 |        5.654
       0.112 |        6.575 |        6.687
       0.072 |        5.522 |        5.594
       0.360 |        6.840 |        7.200
       0.079 |        6.094 |        6.173
       0.985 |        6.280 |        7.265
       0.140 |        3.490 |        3.631
       0.076 |        8.944 |        9.020
       0.659 |        2.405 |        3.063
       2.220 |        4.528 |        6.748
       0.143 |        9.470 |        9.613
       0.129 |        2.962 |        3.091
       0.559 |        3.827 |        4.386
       1.573 |       21.509 |       23.081
       0.065 |        2.292 |        2.358
       0.069 |       11.044 |       11.113
       0.119 |        3.661 |        3.780
       0.093 |        5.881 |        5.974
       0.235 |        7.786 |        8.021
       0.150 |        3.431 |        3.581
       0.128 |        4.232 |        4.360
       0.101 |        5.478 |        5.580
       0.122 |        4.061 |        4.183
       0.087 |       13.026 |       13.113
       0.076 |        8.699 |        8.775
       1.861 |        7.691 |        9.552
       1.210 |       14.198 |       15.407
       1.085 |       19.813 |       20.898
       0.126 |        3.364 |        3.490
       0.129 |        5.522 |        5.651
       0.068 |        3.662 |        3.730
       2.641 |        7.456 |       10.097
       6.419 |       15.396 |       21.815
       0.066 |       21.436 |       21.501
       1.889 |        7.204 |        9.094
      11.236 |        7.395 |       18.631
       3.237 |        6.564 |        9.801
       0.101 |        1.751 |        1.852
       1.172 |        3.187 |        4.359
       0.186 |        4.993 |        5.179
       0.275 |        5.285 |        5.560
       0.113 |        3.089 |        3.202
       0.102 |        3.798 |        3.899
       0.080 |        5.675 |        5.755
       0.115 |       11.837 |       11.951
       0.077 |        3.174 |        3.251
       0.113 |        5.376 |        5.489
       0.085 |        6.069 |        6.154
       0.082 |        6.122 |        6.205
       0.124 |        2.522 |        2.646
       0.113 |        2.265 |        2.378
       0.114 |        5.959 |        6.073
       1.467 |        4.012 |        5.479
       3.752 |       12.219 |       15.971
       4.829 |        5.541 |       10.370
       0.891 |       11.200 |       12.091
       7.762 |        5.588 |       13.350
       0.504 |        6.549 |        7.053
       0.123 |        7.067 |        7.190
       0.101 |        2.853 |        2.954
       0.087 |        3.146 |        3.233
       0.115 |        3.897 |        4.012
       0.101 |        3.759 |        3.861
       0.076 |        3.874 |        3.950
       0.088 |       13.442 |       13.530
       0.890 |        9.580 |       10.470
       0.686 |        4.823 |        5.509
       0.069 |       10.760 |       10.828
       0.073 |        7.077 |        7.150
       0.088 |        3.528 |        3.616
       0.091 |        5.330 |        5.421
       0.703 |        4.604 |        5.306
       0.097 |        5.324 |        5.421
       0.101 |        3.175 |        3.276
       0.115 |        3.941 |        4.056
       0.104 |        6.671 |        6.776
       0.157 |        7.343 |        7.500
       0.408 |        8.775 |        9.182
       0.069 |        4.758 |        4.826
       0.087 |        6.385 |        6.472
       0.126 |       10.009 |       10.135
       0.862 |        7.229 |        8.091
       0.152 |        6.541 |        6.693
       0.069 |        6.302 |        6.371
       0.083 |        4.503 |        4.587
       0.450 |        4.346 |        4.796
       0.120 |        5.768 |        5.887
       0.070 |        4.086 |        4.156
       0.069 |        4.143 |        4.212
       0.067 |        3.628 |        3.696
       0.085 |       17.852 |       17.936
       1.988 |       19.574 |       21.562
       1.909 |       18.793 |       20.702
       0.071 |        4.752 |        4.822
       1.540 |        5.904 |        7.444
       0.118 |        4.085 |        4.203
       0.153 |        8.372 |        8.525
       0.070 |        3.312 |        3.382
       0.074 |        7.636 |        7.710
       1.308 |       14.643 |       15.951
       0.569 |       18.606 |       19.175
       0.067 |        4.204 |        4.271
       0.130 |        4.528 |        4.658
       0.102 |        4.255 |        4.357
       0.144 |        3.502 |        3.646
       0.079 |        6.364 |        6.443
       0.551 |        7.186 |        7.738
       0.147 |        4.729 |        4.876
       0.787 |        4.664 |        5.451
       0.696 |        3.790 |        4.486
       2.315 |        8.814 |       11.130
       1.094 |        4.076 |        5.170
       0.114 |        5.630 |        5.744
       0.114 |        2.646 |        2.760
       0.134 |       10.386 |       10.520
       0.113 |        3.885 |        3.999
       0.073 |        3.214 |        3.287
       0.089 |        8.917 |        9.006
       0.159 |        4.761 |        4.920
       0.579 |        5.160 |        5.739
       1.038 |        3.956 |        4.994
       0.072 |        6.528 |        6.600
       0.123 |        3.905 |        4.028
       0.103 |        2.803 |        2.906
       0.090 |        4.903 |        4.993
       0.781 |        3.287 |        4.068
       0.145 |        6.359 |        6.504
       0.577 |        2.886 |        3.463
       0.131 |        4.411 |        4.542
       0.080 |        4.447 |        4.527
       2.763 |       17.021 |       19.784
       1.281 |       17.956 |       19.236
       1.833 |       21.208 |       23.041
       0.154 |        6.904 |        7.058
       5.372 |        6.735 |       12.108
       1.735 |       12.917 |       14.652
       0.786 |        3.304 |        4.089
       0.166 |        2.295 |        2.461
       0.097 |        3.665 |        3.762
       0.068 |        4.081 |        4.149
       0.112 |        9.018 |        9.130
       0.073 |        5.806 |        5.878
       0.091 |       13.718 |       13.809
       0.096 |        3.192 |        3.288
       0.086 |        5.292 |        5.379
       0.082 |        2.159 |        2.241
       0.139 |        5.475 |        5.613
       0.077 |        3.988 |        4.064
       1.014 |       11.503 |       12.517
       0.069 |        4.105 |        4.174
       0.097 |        7.003 |        7.099
       0.104 |        3.219 |        3.323
       0.068 |        2.417 |        2.486
       0.139 |        4.924 |        5.063
       0.082 |        5.548 |        5.630
       0.102 |        5.926 |        6.029
       0.478 |        5.674 |        6.152
       0.216 |        4.010 |        4.226
       0.196 |        4.800 |        4.995
       0.082 |        4.131 |        4.214
       0.079 |        9.030 |        9.109
       0.102 |        2.579 |        2.682
       0.067 |        3.696 |        3.763
       0.535 |        3.015 |        3.550
       0.113 |       15.430 |       15.543
       0.169 |        2.420 |        2.589
       0.325 |        2.333 |        2.658
       0.146 |        4.707 |        4.853
       1.003 |        5.376 |        6.379
       0.119 |        3.248 |        3.367
       0.077 |        6.136 |        6.213
       0.307 |        3.969 |        4.276
       0.438 |        3.476 |        3.914
       0.078 |        2.927 |        3.005
       0.077 |        3.249 |        3.326
       0.947 |        4.743 |        5.691
       0.118 |       11.511 |       11.629
       0.535 |        3.930 |        4.465
       0.085 |        3.770 |        3.855
       0.073 |       11.175 |       11.249
       0.111 |        9.074 |        9.184
       1.225 |        4.971 |        6.196
       0.106 |        7.811 |        7.917
       0.071 |        6.712 |        6.784
       0.851 |        2.902 |        3.753
       0.116 |        2.981 |        3.097
       0.118 |        4.120 |        4.239
       0.107 |        3.632 |        3.739
       0.188 |        6.065 |        6.253
       0.119 |        2.415 |        2.534
       0.120 |        5.153 |        5.273
       0.067 |        3.125 |        3.192
       0.072 |        4.075 |        4.147
       0.065 |        4.225 |        4.291
       0.163 |        7.336 |        7.499
       0.069 |       10.586 |       10.655
       0.162 |        5.440 |        5.602
       0.109 |        6.261 |        6.369
       0.536 |        5.643 |        6.178
       0.066 |        3.892 |        3.958
       0.164 |       12.581 |       12.745
       0.202 |       12.328 |       12.530
       0.150 |        3.340 |        3.490
       0.115 |        3.349 |        3.464
       0.100 |        9.856 |        9.956
       0.154 |        3.962 |        4.116
       0.076 |        4.293 |        4.370
       0.136 |        4.211 |        4.348
       1.142 |        2.022 |        3.165
       0.120 |        6.479 |        6.599
       0.152 |       10.120 |       10.272
       2.098 |        7.274 |        9.373
       1.923 |        8.530 |       10.453
       0.070 |       11.180 |       11.250
       0.069 |       10.758 |       10.827
       0.082 |        3.014 |        3.096
       0.097 |        4.833 |        4.930
       0.106 |        3.278 |        3.384
       0.099 |        4.105 |        4.204
       0.098 |        6.568 |        6.666
       0.067 |        2.324 |        2.391
       0.771 |        3.488 |        4.260
       0.071 |       11.642 |       11.713
       0.616 |        1.978 |        2.594
       0.153 |        5.647 |        5.800
       0.066 |        8.206 |        8.271
       0.151 |        3.105 |        3.256
       0.155 |        4.916 |        5.071
       0.146 |        5.123 |        5.269
       0.081 |       10.330 |       10.411
       0.405 |        4.953 |        5.358
       0.074 |        2.360 |        2.434
       0.098 |        8.071 |        8.168
       0.078 |        4.153 |        4.231
       0.066 |        3.834 |        3.900
       0.126 |        4.346 |        4.471
       0.070 |        4.410 |        4.480
       0.086 |        3.152 |        3.238
       0.089 |        4.376 |        4.465
       0.176 |        9.191 |        9.367
       1.290 |        6.079 |        7.369
       0.102 |        3.765 |        3.866
       0.078 |        6.689 |        6.767
       2.529 |        6.877 |        9.406
       0.589 |        7.217 |        7.806
       0.102 |        4.027 |        4.129
       0.156 |        5.640 |        5.796
       0.075 |        2.886 |        2.961
       0.130 |        3.357 |        3.487
       0.743 |        5.966 |        6.709
       0.071 |       10.089 |       10.160
       0.138 |        9.805 |        9.942
       0.175 |       21.406 |       21.582
       0.099 |        1.877 |        1.976
       0.348 |        6.287 |        6.635
       0.116 |        4.365 |        4.481
       0.086 |        3.790 |        3.876
       0.118 |        5.949 |        6.068
       0.175 |        6.465 |        6.639
       0.078 |        4.685 |        4.763
       0.090 |        8.717 |        8.807
       0.079 |       10.811 |       10.890
       0.116 |        3.171 |        3.287
       0.105 |        3.774 |        3.880
       0.065 |        4.291 |        4.356
       0.522 |        3.911 |        4.433
       0.073 |        4.426 |        4.499
       2.178 |        8.026 |       10.205
       2.993 |        7.360 |       10.353
       0.083 |        3.074 |        3.157
       0.077 |        2.634 |        2.711
       0.077 |        5.095 |        5.172
       0.152 |        3.668 |        3.820
       0.082 |        2.913 |        2.995
       0.075 |        4.155 |        4.229
       0.151 |        7.233 |        7.384
       0.156 |        3.242 |        3.398
       0.071 |        4.039 |        4.110
       0.123 |        4.966 |        5.089
       0.104 |        2.433 |        2.537
       0.154 |        4.099 |        4.253
       0.096 |        6.014 |        6.109
       0.073 |        5.383 |        5.456
       0.138 |        6.964 |        7.102
       0.174 |        3.053 |        3.227
       0.158 |        5.421 |        5.579
       0.134 |        3.312 |        3.446
       2.456 |        6.222 |        8.678
       0.066 |        8.256 |        8.322
       0.066 |       10.315 |       10.381
       4.168 |        9.271 |       13.439
       0.066 |        5.441 |        5.507
       1.666 |       12.582 |       14.248
       0.416 |        5.335 |        5.750
       0.101 |        4.088 |        4.189
       0.074 |        2.478 |        2.552
       0.154 |        6.841 |        6.994
       0.173 |        8.015 |        8.187
       4.810 |        5.645 |       10.455
       3.809 |        2.532 |        6.341
       8.771 |       10.595 |       19.365
       2.614 |        5.187 |        7.800
       1.078 |       22.545 |       23.622
       0.116 |        4.227 |        4.343
       1.023 |       10.648 |       11.671
       0.154 |        3.931 |        4.085
       0.077 |        3.402 |        3.479
       0.306 |        9.575 |        9.881
       0.115 |        4.873 |        4.988
       0.069 |        7.391 |        7.459
       0.071 |        4.363 |        4.433
       0.080 |        2.728 |        2.809
       0.116 |       12.347 |       12.463
       0.165 |        2.818 |        2.983
       0.129 |        6.721 |        6.849
       0.114 |        3.671 |        3.785
       0.097 |        5.932 |        6.029
       0.066 |        6.317 |        6.382
       1.075 |        9.011 |       10.085
       0.659 |        3.999 |        4.658
       0.629 |        7.925 |        8.554
       0.066 |        4.993 |        5.059
       0.068 |       17.931 |       17.999
       0.082 |        3.254 |        3.336
       0.096 |        6.803 |        6.899
       0.072 |        4.820 |        4.892
       0.109 |        3.444 |        3.554
       0.135 |        4.718 |        4.853
       0.099 |        4.748 |        4.847
       0.072 |        4.306 |        4.378
       0.112 |        2.108 |        2.221
       0.131 |        2.659 |        2.791
       0.133 |        4.265 |        4.398
       0.095 |        4.301 |        4.395
       0.100 |        3.785 |        3.885
       0.086 |        3.917 |        4.004
       0.097 |        9.848 |        9.946
       0.079 |        3.106 |        3.184
       0.097 |        4.762 |        4.859
       5.197 |        2.394 |        7.592
       5.499 |        8.217 |       13.716
       0.080 |       12.120 |       12.200
       0.530 |        5.310 |        5.840
       0.112 |        3.376 |        3.488
       0.120 |        4.087 |        4.208
       0.086 |        3.680 |        3.766
       0.393 |        9.781 |       10.174
       0.073 |        4.275 |        4.347
       0.078 |        8.586 |        8.664
       0.064 |        4.612 |        4.676
       1.440 |        3.834 |        5.274
       1.158 |        3.799 |        4.957
       0.080 |        1.522 |        1.601
       0.114 |        4.731 |        4.845
       0.090 |        6.278 |        6.368
       0.071 |        7.006 |        7.077
       0.100 |        9.692 |        9.792
       0.588 |        3.077 |        3.665
       0.069 |        8.142 |        8.211
       0.128 |        3.069 |        3.197
       0.151 |       10.398 |       10.549
       0.111 |        4.119 |        4.229
       0.340 |        4.477 |        4.817
       0.096 |        3.518 |        3.615
       0.118 |        2.342 |        2.459
       0.157 |        6.277 |        6.434
       0.070 |        3.874 |        3.944
       0.151 |       13.417 |       13.568
       0.105 |        3.238 |        3.343
       0.099 |        3.758 |        3.857
       0.095 |        3.771 |        3.865
       0.079 |        6.920 |        6.999
       0.837 |        3.188 |        4.025
       3.780 |        3.427 |        7.207
       3.946 |        3.283 |        7.229
       3.568 |       11.022 |       14.590
       0.066 |        7.082 |        7.147
       0.078 |        3.449 |        3.527
       0.068 |        3.309 |        3.377
       4.176 |        1.920 |        6.096
       2.866 |       14.118 |       16.983
       1.886 |       14.514 |       16.400
       0.069 |        2.845 |        2.913
       0.105 |        5.805 |        5.911
       0.594 |        5.943 |        6.537
       0.811 |        6.822 |        7.633
       0.685 |        4.552 |        5.237
       1.703 |        8.436 |       10.139
       1.152 |        7.262 |        8.415
       0.151 |        3.387 |        3.538
       0.140 |        4.392 |        4.532
       0.095 |        4.640 |        4.734
       0.135 |        3.003 |        3.138
       0.174 |        3.593 |        3.767
       0.091 |        5.976 |        6.067
       0.072 |        7.174 |        7.246
       0.134 |       12.756 |       12.891
       0.667 |        3.836 |        4.503
       0.078 |       10.930 |       11.008
       0.075 |        4.537 |        4.612
       0.149 |        8.213 |        8.363
       0.663 |        4.210 |        4.873
       0.064 |        8.459 |        8.524
       0.146 |        2.865 |        3.010
       0.116 |        3.135 |        3.251
       0.087 |        5.774 |        5.862
       0.698 |        6.478 |        7.176
       1.666 |        7.361 |        9.028
       0.117 |        9.268 |        9.385
       0.067 |        3.732 |        3.799
       1.562 |       15.419 |       16.981
       0.077 |        2.998 |        3.074
       0.347 |        3.367 |        3.715
       1.636 |        6.523 |        8.160
       0.068 |        4.568 |        4.637
       0.077 |        3.259 |        3.336
       0.075 |        3.798 |        3.874
       0.068 |        7.679 |        7.747
       6.542 |       13.374 |       19.916
       1.457 |        4.229 |        5.686
       1.005 |        6.307 |        7.311
       3.136 |        7.429 |       10.565
       3.057 |       20.019 |       23.076
       0.080 |        4.902 |        4.982
       0.082 |        3.700 |        3.782
       0.123 |        2.282 |        2.405
       0.126 |        4.469 |        4.595
       0.180 |        3.847 |        4.027
       0.088 |        4.263 |        4.351
       1.881 |        3.205 |        5.086
       0.328 |       11.538 |       11.866
       0.120 |        3.433 |        3.552
       0.100 |        4.591 |        4.691
       0.156 |        9.174 |        9.329
       0.841 |        8.518 |        9.359
       0.150 |        3.385 |        3.535
       0.173 |        3.837 |        4.009
       0.883 |        5.226 |        6.109
       0.420 |        9.866 |       10.285
       0.151 |        2.608 |        2.760
       0.089 |        3.910 |        3.999
       0.106 |        5.577 |        5.683
       0.068 |        3.795 |        3.863
       1.754 |        7.376 |        9.130
       0.125 |        6.142 |        6.268
       0.065 |        6.607 |        6.672
       2.733 |        9.498 |       12.231
       0.071 |        6.301 |        6.372
       0.084 |        6.140 |        6.224
       0.105 |       11.082 |       11.188
       0.974 |        6.475 |        7.449
       0.074 |        8.271 |        8.345
       1.247 |        2.826 |        4.073
       1.642 |        5.290 |        6.932
       3.178 |        2.845 |        6.022
       1.714 |       13.183 |       14.897
       0.075 |        6.440 |        6.515
       2.256 |        3.559 |        5.816
       0.986 |        7.396 |        8.382
       0.068 |       10.088 |       10.157
       0.082 |        8.137 |        8.219
       0.951 |       10.098 |       11.049
       0.095 |       18.367 |       18.462
       0.084 |        4.459 |        4.543
       0.076 |        5.701 |        5.777
       0.075 |       11.838 |       11.912
       0.077 |       15.162 |       15.239
       0.070 |        5.324 |        5.394
       0.090 |       10.171 |       10.261
       0.934 |        4.622 |        5.556
       0.157 |        4.460 |        4.617
       0.091 |        4.582 |        4.673
       0.076 |        4.932 |        5.008
       0.222 |       11.942 |       12.164
       0.106 |       11.643 |       11.749
       0.093 |        3.992 |        4.084
       0.075 |        4.740 |        4.815
       0.114 |        9.680 |        9.794
       0.152 |        4.139 |        4.291
       0.086 |        4.445 |        4.530
       0.151 |       11.864 |       12.015
       0.139 |        5.971 |        6.110
       0.072 |        3.165 |        3.238
       0.138 |       13.220 |       13.358
       0.149 |        4.829 |        4.978
       1.127 |        7.226 |        8.354
       0.072 |        3.586 |        3.658
       1.155 |        8.500 |        9.655
       0.111 |        5.082 |        5.193
       0.114 |        4.097 |        4.212
       0.113 |        3.550 |        3.663
       0.110 |        6.360 |        6.470
       0.154 |        5.665 |        5.818
       0.144 |        5.206 |        5.350
       0.079 |       10.086 |       10.165
