  QueueTimes | ServiceTimes | SojournTimes
       0.647 |        0.752 |        1.399
       1.308 |        0.779 |        2.087
       1.615 |        0.727 |        2.342
       1.439 |        0.701 |        2.140
       0.079 |        0.873 |        0.952
       0.068 |        0.815 |        0.883
       0.591 |        1.843 |        2.434
       0.119 |        0.640 |        0.759
       0.169 |        0.799 |        0.967
       0.176 |        0.841 |        1.017
       0.868 |        0.799 |        1.667
       0.165 |        0.766 |        0.931
       0.113 |        0.853 |        0.966
       0.820 |        0.791 |        1.611
       0.742 |        0.761 |        1.502
       0.078 |        0.787 |        0.865
       0.097 |        0.613 |        0.711
       0.161 |        0.928 |        1.089
       0.840 |        0.845 |        1.685
       0.079 |        0.815 |        0.893
       0.132 |        1.065 |        1.197
       0.181 |        1.055 |        1.236
       1.168 |        0.994 |        2.162
       0.934 |        0.971 |        1.906
       0.128 |        1.078 |        1.206
       1.102 |        0.986 |        2.087
       1.228 |        0.957 |        2.185
       0.121 |        1.055 |        1.176
       3.900 |        1.010 |        4.911
       3.786 |        1.007 |        4.793
       2.742 |        1.006 |        3.748
       1.775 |        0.921 |        2.696
       5.721 |        0.760 |        6.481
       0.174 |        1.033 |        1.207
       0.897 |        0.736 |        1.634
       0.162 |        0.782 |        0.945
       0.141 |        1.100 |        1.241
       0.080 |        0.937 |        1.018
       0.119 |        0.969 |        1.088
       0.071 |        0.891 |        0.962
       0.172 |        0.971 |        1.142
       0.177 |        1.019 |        1.196
       0.174 |        0.936 |        1.111
       0.165 |        1.243 |        1.407
       0.946 |        1.323 |        2.269
       1.053 |        1.253 |        2.306
       1.461 |        1.245 |        2.707
       0.134 |        1.267 |        1.401
       0.144 |        1.257 |        1.401
       0.181 |        0.768 |        0.950
       0.176 |        0.955 |        1.131
       1.284 |        0.763 |        2.047
       0.743 |        0.827 |        1.571
       0.285 |        0.754 |        1.039
       2.570 |        0.782 |        3.352
       0.079 |        0.738 |        0.817
       0.168 |        0.979 |        1.147
       0.142 |        1.053 |        1.195
       1.093 |        0.796 |        1.889
       0.091 |        1.157 |        1.249
       0.073 |        1.154 |        1.227
       0.071 |        2.598 |        2.668
       0.157 |        5.454 |        5.611
       0.155 |        1.189 |        1.344
       1.100 |        1.163 |        2.263
       3.558 |        1.165 |        4.723
       5.994 |        0.843 |        6.837
       4.300 |        0.820 |        5.119
       1.894 |        0.814 |        2.708
       1.035 |        0.781 |        1.816
       0.140 |        0.721 |        0.862
       0.173 |        0.986 |        1.160
       0.178 |        0.977 |        1.155
       1.203 |        0.854 |        2.057
       0.269 |        0.820 |        1.089
       0.813 |        0.843 |        1.656
       0.881 |        0.894 |        1.775
       0.170 |        0.898 |        1.068
       0.777 |        0.887 |        1.664
       0.635 |        2.003 |        2.638
       0.075 |        0.720 |        0.796
       0.957 |        0.749 |        1.706
       0.162 |        2.616 |        2.777
       0.180 |        1.056 |        1.235
       0.122 |        1.001 |        1.123
       0.310 |        0.945 |        1.255
       0.759 |        0.956 |        1.715
       2.255 |        0.895 |        3.149
       2.197 |        0.895 |        3.092
       0.126 |        0.942 |        1.069
       5.443 |        1.001 |        6.444
       5.876 |        0.961 |        6.837
       0.177 |        0.901 |        1.079
       0.159 |        0.855 |        1.014
       0.087 |        0.740 |        0.827
       0.769 |        0.794 |        1.563
       0.253 |        0.736 |        0.989
       0.167 |        3.883 |        4.050
       0.075 |        0.782 |        0.858
       0.134 |        0.973 |        1.107
       0.945 |        0.804 |        1.749
       0.172 |        0.892 |        1.063
       0.115 |        0.679 |        0.794
       0.243 |        0.600 |        0.843
       0.171 |        0.855 |        1.026
       0.158 |        0.950 |        1.108
       0.197 |        0.767 |        0.964
       0.222 |        0.792 |        1.014
       0.081 |        0.852 |        0.932
       1.855 |        0.856 |        2.711
       1.338 |        0.813 |        2.151
       0.091 |        0.784 |        0.876
       3.064 |        0.844 |        3.908
       0.119 |        0.811 |        0.930
       0.160 |        0.820 |        0.979
       0.174 |        1.079 |        1.253
       0.261 |        1.098 |        1.360
       0.160 |        1.086 |        1.246
       0.130 |        0.904 |        1.034
       2.439 |        0.729 |        3.168
       3.472 |        0.745 |        4.217
       1.263 |        0.796 |        2.059
       0.224 |        0.795 |        1.019
       2.547 |        0.767 |        3.314
       0.169 |        1.017 |        1.186
       0.158 |        1.209 |        1.367
       0.092 |        1.162 |        1.254
       1.425 |        1.137 |        2.562
       0.074 |        1.121 |        1.195
       0.171 |        6.305 |        6.476
       0.319 |        2.982 |        3.300
       0.143 |        0.704 |        0.847
       0.122 |        0.816 |        0.938
       0.147 |        1.022 |        1.169
       1.193 |        0.734 |        1.927
       2.299 |        0.837 |        3.136
       0.187 |        1.046 |        1.234
       0.178 |        0.846 |        1.024
       1.242 |        0.920 |        2.162
       0.890 |        0.861 |        1.750
       0.400 |        0.946 |        1.345
       1.064 |        0.895 |        1.959
       0.226 |        0.889 |        1.115
       0.125 |        0.784 |        0.909
       0.074 |        0.762 |        0.836
       0.301 |        0.819 |        1.120
       1.093 |        0.759 |        1.852
       0.454 |        3.690 |        4.144
       0.169 |        0.912 |        1.082
       4.147 |        0.752 |        4.899
       4.999 |        0.780 |        5.780
       3.174 |        0.780 |        3.954
       5.682 |        0.811 |        6.493
       2.088 |        0.776 |        2.863
       1.924 |        0.795 |        2.719
       0.172 |        0.844 |        1.017
       0.158 |        0.841 |        0.998
       0.388 |        0.789 |        1.178
       0.112 |        1.104 |        1.216
       1.493 |        0.941 |        2.434
       2.640 |        1.056 |        3.696
       2.488 |        0.988 |        3.476
       0.075 |        0.973 |        1.048
       1.166 |        1.005 |        2.171
       0.485 |        0.938 |        1.423
       1.004 |        3.422 |        4.426
       0.992 |        5.860 |        6.852
       2.671 |        0.814 |        3.485
       0.209 |        0.837 |        1.046
       0.168 |        0.776 |        0.944
       0.530 |        0.824 |        1.354
       0.425 |        0.712 |        1.137
       0.141 |        0.896 |        1.038
       0.160 |        1.081 |        1.240
       0.256 |        0.868 |        1.125
       0.165 |        0.875 |        1.040
       0.756 |        0.824 |        1.580
       0.199 |        0.892 |        1.092
       0.885 |        0.862 |        1.746
       0.794 |        0.803 |        1.597
       0.168 |        0.935 |        1.103
       0.157 |        0.833 |        0.990
       0.121 |        1.037 |        1.158
       1.196 |        1.030 |        2.226
       0.157 |        1.143 |        1.300
       0.931 |        1.031 |        1.963
       0.175 |        1.175 |        1.350
       0.167 |        1.239 |        1.406
       0.183 |        0.955 |        1.138
       0.748 |        0.720 |        1.468
       2.149 |        0.800 |        2.949
       0.524 |        0.754 |        1.278
       0.535 |        0.829 |        1.364
       0.655 |        0.716 |        1.371
       1.921 |        0.752 |        2.673
       2.146 |        0.783 |        2.929
       0.944 |        0.732 |        1.676
       0.183 |        0.843 |        1.026
       0.153 |        0.810 |        0.963
       1.113 |        0.811 |        1.924
       0.127 |        0.746 |        0.872
       0.956 |        0.765 |        1.721
       0.326 |        0.740 |        1.066
       1.389 |        0.783 |        2.172
       0.179 |        1.089 |        1.267
       0.681 |        0.837 |        1.518
       0.084 |        0.816 |        0.901
       0.169 |        1.955 |        2.124
       0.142 |        0.901 |        1.043
       0.387 |        0.820 |        1.207
       1.665 |        0.875 |        2.539
       1.005 |        0.854 |        1.859
       3.182 |        0.755 |        3.937
       0.463 |        0.762 |        1.224
       3.128 |        0.735 |        3.863
       5.767 |        0.770 |        6.537
       0.455 |        0.737 |        1.192
       0.166 |        0.815 |        0.981
       0.180 |        1.009 |        1.189
       0.484 |        0.834 |        1.318
       0.292 |        0.876 |        1.168
       0.808 |        0.832 |        1.640
       0.078 |        0.885 |        0.962
       1.838 |        0.793 |        2.631
       1.069 |        0.793 |        1.862
       2.675 |        0.877 |        3.552
       0.122 |        0.838 |        0.960
       0.115 |        0.783 |        0.898
       0.149 |        0.715 |        0.864
       0.082 |        0.693 |        0.774
       0.143 |        0.921 |        1.064
       1.248 |        0.834 |        2.082
       1.256 |        0.752 |        2.008
       1.159 |        0.740 |        1.899
       0.461 |        2.314 |        2.775
       0.179 |        0.920 |        1.100
       0.086 |        0.739 |        0.825
       0.166 |        1.823 |        1.989
       0.077 |        0.726 |        0.803
       0.088 |        0.970 |        1.058
       0.144 |        2.158 |        2.303
       0.109 |        0.696 |        0.805
       0.916 |        0.751 |        1.667
       0.139 |        1.118 |        1.256
       0.081 |        0.974 |        1.055
       0.747 |        0.979 |        1.726
       1.758 |        0.951 |        2.709
       0.447 |        0.949 |        1.396
       0.977 |        0.983 |        1.960
       1.181 |        0.735 |        1.916
       0.287 |        0.721 |        1.007
       2.446 |        0.772 |        3.219
       0.074 |        0.843 |        0.917
       1.023 |        0.763 |        1.786
       0.179 |        0.716 |        0.894
       0.262 |        0.722 |        0.984
       3.895 |        0.863 |        4.758
       0.677 |        0.859 |        1.536
       0.675 |        0.831 |        1.507
       0.124 |        0.841 |        0.965
       0.177 |        1.009 |        1.186
       1.060 |        1.026 |        2.086
       0.250 |        1.047 |        1.297
       0.169 |        1.138 |        1.307
       0.173 |        1.033 |        1.206
       0.126 |        0.691 |        0.817
       0.173 |        1.127 |        1.300
       3.918 |        0.945 |        4.864
       5.150 |        0.988 |        6.138
       4.488 |        0.987 |        5.475
       0.654 |        0.861 |        1.515
       3.067 |        2.574 |        5.641
       0.154 |        0.733 |        0.887
       0.116 |        0.838 |        0.954
       0.714 |        0.885 |        1.598
       0.946 |        0.872 |        1.818
       1.196 |        0.848 |        2.044
       0.473 |        0.785 |        1.258
       3.709 |        0.795 |        4.504
       0.077 |        0.733 |        0.810
       1.145 |        0.704 |        1.848
       2.366 |        2.605 |        4.971
       0.176 |        0.790 |        0.965
       0.076 |        0.767 |        0.844
       0.184 |        1.008 |        1.193
       0.177 |        1.049 |        1.226
       0.079 |        0.876 |        0.955
       0.793 |        0.853 |        1.647
       0.141 |        0.934 |        1.075
       0.103 |        0.699 |        0.801
       0.126 |        0.934 |        1.060
       0.144 |        0.661 |        0.805
       0.169 |        0.806 |        0.975
       0.160 |        0.912 |        1.072
       0.095 |        0.767 |        0.863
       0.074 |        0.818 |        0.892
       0.059 |        0.663 |        0.722
       0.603 |        0.576 |        1.179
       1.581 |        0.593 |        2.174
       0.517 |        0.635 |        1.152
       1.131 |        3.791 |        4.922
       0.099 |        0.601 |        0.700
       0.137 |        0.799 |        0.936
       0.098 |        0.577 |        0.674
       0.112 |        0.797 |        0.909
       0.101 |        0.597 |        0.698
       0.111 |        0.957 |        1.069
       0.624 |        0.962 |        1.587
       1.116 |        0.894 |        2.010
       1.955 |        0.855 |        2.809
       2.655 |        0.868 |        3.523
       0.473 |        0.872 |        1.346
       0.173 |        0.800 |        0.973
       0.159 |        0.733 |        0.892
       0.540 |        0.714 |        1.254
       0.141 |        0.965 |        1.106
       0.115 |        0.980 |        1.095
       0.123 |        1.011 |        1.135
       0.181 |        0.948 |        1.129
       0.169 |        1.085 |        1.254
       1.218 |        1.084 |        2.302
       0.075 |        0.801 |        0.875
       0.626 |        0.790 |        1.416
       7.574 |        1.109 |        8.683
       7.374 |        1.061 |        8.435
       6.663 |        1.110 |        7.772
       7.909 |        1.099 |        9.007
       4.163 |        1.131 |        5.294
       3.659 |        1.020 |        4.679
       0.123 |        0.922 |        1.045
       0.077 |        0.777 |        0.854
       0.173 |        1.081 |        1.254
       0.761 |        0.778 |        1.539
       0.752 |        0.846 |        1.598
       0.672 |        0.777 |        1.449
       0.072 |        0.825 |        0.897
       0.947 |        0.756 |        1.703
       4.009 |        2.761 |        6.769
       0.160 |        0.914 |        1.074
       0.116 |        0.874 |        0.990
       0.733 |        0.760 |        1.493
       0.207 |        0.787 |        0.993
       0.523 |        0.732 |        1.255
       3.638 |        0.758 |        4.396
       0.620 |        0.752 |        1.373
       0.114 |        0.722 |        0.836
       0.116 |        0.801 |        0.917
       0.160 |        0.803 |        0.963
       0.161 |        1.031 |        1.192
       0.965 |        1.132 |        2.096
       0.125 |        0.855 |        0.980
       1.017 |        0.721 |        1.738
       0.172 |        1.088 |        1.260
       0.074 |        1.041 |        1.116
       2.489 |        1.071 |        3.561
       3.842 |        1.002 |        4.844
       0.140 |        1.123 |        1.263
       0.134 |        1.141 |        1.275
       0.139 |        0.973 |        1.112
       0.075 |        0.770 |        0.844
       0.078 |        0.760 |        0.838
       0.169 |        0.774 |        0.943
       0.951 |        0.787 |        1.738
       0.071 |        0.707 |        0.778
       1.488 |        0.803 |        2.291
       0.170 |        0.848 |        1.018
       0.085 |        0.805 |        0.890
       0.141 |        1.971 |        2.112
       0.124 |        1.034 |        1.158
       0.074 |        1.039 |        1.113
       0.071 |        1.056 |        1.127
       1.206 |        3.583 |        4.789
       0.148 |        0.937 |        1.085
       0.785 |        0.872 |        1.657
       2.009 |        0.927 |        2.935
       1.906 |        0.875 |        2.781
       0.120 |        0.903 |        1.023
       0.345 |        0.869 |        1.214
       1.840 |        0.889 |        2.729
       0.761 |        0.802 |        1.562
       0.078 |        0.708 |        0.786
       0.077 |        0.768 |        0.845
       0.148 |        0.783 |        0.931
       0.782 |        0.708 |        1.489
       0.079 |        1.019 |        1.098
       0.137 |        2.304 |        2.441
       0.158 |        1.107 |        1.266
       0.531 |        0.955 |        1.486
       0.370 |        0.929 |        1.299
       0.182 |        1.005 |        1.187
       0.173 |        0.949 |        1.123
       0.069 |        0.765 |        0.834
       1.319 |        0.705 |        2.025
       0.412 |        2.634 |        3.046
       0.088 |        0.785 |        0.872
       0.294 |        0.731 |        1.025
       0.129 |        0.786 |        0.915
       0.125 |        0.905 |        1.031
       0.103 |        0.692 |        0.795
       0.376 |        0.604 |        0.980
       0.139 |        0.800 |        0.939
       0.181 |        0.855 |        1.036
       0.093 |        0.884 |        0.978
       0.814 |        0.848 |        1.662
       0.133 |        0.656 |        0.790
       0.155 |        0.893 |        1.048
       0.541 |        0.762 |        1.303
       0.700 |        0.722 |        1.422
       0.167 |        0.968 |        1.135
       0.786 |        0.740 |        1.526
       0.765 |        0.727 |        1.492
       1.531 |        0.788 |        2.319
       0.825 |        0.723 |        1.548
       0.625 |        0.785 |        1.411
       0.895 |        0.736 |        1.632
       0.924 |        0.726 |        1.650
       0.085 |        0.772 |        0.857
       0.078 |        0.640 |        0.718
       0.155 |        0.825 |        0.980
       1.049 |        0.704 |        1.753
       0.119 |        0.702 |        0.821
       0.178 |        0.807 |        0.985
       0.943 |        0.901 |        1.844
       0.164 |        0.893 |        1.056
       0.067 |        0.692 |        0.759
       0.506 |        0.630 |        1.137
       1.785 |        0.660 |        2.444
       0.668 |        0.581 |        1.249
       0.156 |        0.947 |        1.103
       0.162 |        0.830 |        0.991
       0.163 |        1.032 |        1.195
       0.166 |        0.844 |        1.010
       0.119 |        0.686 |        0.805
       0.227 |        0.736 |        0.963
       0.082 |        0.784 |        0.866
       0.183 |        0.683 |        0.866
       1.308 |        0.749 |        2.057
       0.170 |        1.018 |        1.189
       0.567 |        0.964 |        1.531
       0.231 |        0.926 |        1.157
       0.164 |        0.893 |        1.057
       0.671 |        0.720 |        1.392
       0.107 |        0.567 |        0.673
       0.271 |        0.640 |        0.910
       0.645 |        0.572 |        1.217
       0.160 |        0.867 |        1.027
       0.157 |        1.083 |        1.240
       0.155 |        0.918 |        1.073
       0.173 |        1.068 |        1.241
       1.184 |        0.942 |        2.126
       0.071 |        0.950 |        1.021
       0.079 |        0.867 |        0.945
       1.057 |        0.746 |        1.804
       0.114 |        0.753 |        0.867
       0.072 |        0.799 |        0.871
       1.722 |        0.802 |        2.524
       1.661 |        0.789 |        2.450
       0.144 |        3.759 |        3.903
       0.140 |        0.718 |        0.857
       0.159 |        0.748 |        0.907
       0.168 |        1.015 |        1.184
       0.134 |        0.612 |        0.746
       0.127 |        0.845 |        0.972
       0.685 |        0.564 |        1.249
       0.797 |        0.633 |        1.430
       1.083 |        0.698 |        1.781
       0.723 |        0.661 |        1.384
       0.123 |        0.983 |        1.106
       0.869 |        0.995 |        1.863
       0.117 |        0.849 |        0.966
       0.166 |        1.024 |        1.190
       0.138 |        0.717 |        0.854
       0.776 |        0.637 |        1.414
       0.237 |        0.631 |        0.868
       0.128 |        0.876 |        1.004
       0.944 |        0.750 |        1.694
       0.141 |        0.759 |        0.900
       0.301 |        0.740 |        1.041
       0.183 |        0.960 |        1.143
       1.101 |        0.930 |        2.031
       0.176 |        1.093 |        1.270
       0.111 |        0.805 |        0.916
       0.881 |        0.800 |        1.681
       1.091 |        0.703 |        1.794
       0.161 |        0.876 |        1.037
       0.084 |        0.762 |        0.846
       1.403 |        0.759 |        2.162
       0.168 |        2.774 |        2.942
       0.199 |        0.742 |        0.941
       0.148 |        1.016 |        1.165
       0.519 |        0.724 |        1.242
       0.176 |        0.836 |        1.012
       0.102 |        0.991 |        1.094
       0.758 |        0.905 |        1.663
       0.074 |        0.900 |        0.973
       0.831 |        0.913 |        1.744
       0.137 |        6.410 |        6.547
       2.180 |        3.654 |        5.834
       0.157 |        0.721 |        0.879
       0.108 |        0.668 |        0.776
       0.069 |        0.707 |        0.776
       0.163 |        1.728 |        1.891
       0.182 |        0.866 |        1.048
       0.734 |        0.717 |        1.452
       0.662 |        0.705 |        1.367
       0.181 |        0.993 |        1.174
       0.150 |        0.966 |        1.116
       0.427 |        1.005 |        1.432
       1.185 |        0.814 |        1.999
       0.169 |        1.062 |        1.232
       1.133 |        0.813 |        1.946
       2.510 |        0.832 |        3.343
       0.196 |        0.907 |        1.103
       0.473 |        0.876 |        1.348
       3.298 |        0.870 |        4.169
       0.175 |        0.827 |        1.003
       0.215 |        0.718 |        0.933
       0.133 |        0.842 |        0.975
       0.908 |        0.781 |        1.689
       0.090 |        1.017 |        1.107
       0.170 |        2.295 |        2.464
       0.170 |        1.050 |        1.220
       0.171 |        1.084 |        1.255
       0.172 |        1.036 |        1.208
       0.280 |        1.064 |        1.344
       0.693 |        0.732 |        1.425
       0.171 |        0.908 |        1.079
       0.172 |        0.951 |        1.123
       0.179 |        1.078 |        1.256
       0.072 |        0.963 |        1.034
       1.495 |        1.010 |        2.505
       2.140 |        0.954 |        3.094
       0.256 |        0.997 |        1.253
       1.357 |        0.952 |        2.309
       1.020 |        0.944 |        1.963
       0.727 |        7.547 |        8.273
       0.068 |        0.960 |        1.028
       6.885 |        2.177 |        9.061
       0.117 |        0.751 |        0.868
       0.823 |        0.766 |        1.588
       0.174 |        0.954 |        1.128
       0.878 |        0.791 |        1.669
       1.333 |        0.734 |        2.068
       3.064 |        0.707 |        3.772
       1.185 |        0.761 |        1.946
       2.233 |        1.059 |        3.291
       0.019 |        0.787 |        0.806
       1.054 |        0.847 |        1.900
       0.120 |        0.802 |        0.922
       0.118 |        0.972 |        1.090
       0.742 |        0.947 |        1.689
       0.111 |        0.926 |        1.038
       0.706 |        0.887 |        1.592
       0.599 |        0.945 |        1.544
       0.177 |        0.855 |        1.032
       0.142 |        0.620 |        0.761
       0.154 |        1.025 |        1.179
       0.185 |        1.019 |        1.204
       0.116 |        0.832 |        0.948
       0.075 |        0.836 |        0.911
       0.074 |        0.882 |        0.956
       0.883 |        0.785 |        1.668
       1.567 |        0.886 |        2.453
       1.076 |        0.786 |        1.862
       0.127 |        6.574 |        6.702
       1.563 |        5.567 |        7.129
       0.176 |        0.894 |        1.070
       0.072 |        0.788 |        0.860
       0.352 |        1.789 |        2.140
       0.166 |        0.958 |        1.125
       0.144 |        1.138 |        1.281
       0.080 |        1.154 |        1.234
       0.127 |        2.557 |        2.684
       0.133 |        1.245 |        1.378
       0.330 |        1.146 |        1.476
       0.664 |        1.166 |        1.829
       0.780 |        1.179 |        1.959
       0.721 |        1.151 |        1.872
       0.153 |        0.744 |        0.897
       0.782 |        0.794 |        1.576
       0.164 |        0.791 |        0.955
       3.250 |        0.797 |        4.047
       3.367 |        0.798 |        4.165
       3.134 |        0.785 |        3.919
       2.712 |        0.736 |        3.448
       1.793 |        0.779 |        2.572
       0.218 |        0.736 |        0.954
       0.117 |        0.736 |        0.854
       1.057 |        0.775 |        1.832
       0.070 |        0.712 |        0.783
       0.228 |        0.797 |        1.026
       0.916 |        0.808 |        1.725
       0.931 |        0.723 |        1.654
       1.715 |        0.766 |        2.481
       0.070 |        0.726 |        0.797
       1.171 |        6.434 |        7.605
       0.157 |        1.134 |        1.291
       0.090 |        1.149 |        1.239
       0.995 |        1.142 |        2.137
       0.766 |        1.142 |        1.908
       0.646 |        1.086 |        1.732
       0.071 |        1.149 |        1.220
       3.353 |        2.516 |        5.869
       3.200 |        6.187 |        9.387
       0.141 |        0.949 |        1.090
       0.964 |        0.756 |        1.720
       0.414 |        0.548 |        0.962
       0.171 |        0.814 |        0.986
       0.163 |        0.788 |        0.952
       0.068 |        0.754 |        0.822
       0.149 |        1.748 |        1.897
       0.113 |        0.866 |        0.979
       0.145 |        0.795 |        0.940
       0.111 |        0.848 |        0.958
       0.113 |        0.896 |        1.009
       0.114 |        0.838 |        0.952
       1.058 |        0.804 |        1.862
       0.837 |        0.823 |        1.659
       0.725 |        0.774 |        1.498
       3.145 |        0.831 |        3.977
       0.084 |        0.771 |        0.855
       2.400 |        0.718 |        3.118
       2.384 |        0.723 |        3.108
       1.418 |        0.766 |        2.184
       0.795 |        0.753 |        1.548
       0.069 |        0.818 |        0.887
       0.101 |        0.761 |        0.862
       0.959 |        0.768 |        1.726
       0.148 |        0.813 |        0.961
       0.900 |        0.812 |        1.712
       3.794 |        0.763 |        4.556
       2.777 |        0.721 |        3.498
       0.117 |        0.980 |        1.097
       0.118 |        0.925 |        1.043
       0.134 |        0.628 |        0.762
       0.169 |        1.040 |        1.209
       0.163 |        1.050 |        1.213
       0.152 |        1.267 |        1.418
       0.079 |        1.670 |        1.749
       4.025 |        1.641 |        5.666
       4.078 |        1.696 |        5.774
       1.396 |        7.589 |        8.985
       0.084 |        1.501 |        1.586
       1.441 |        1.159 |        2.600
       4.382 |        0.992 |        5.374
       0.077 |        0.938 |        1.014
       1.184 |        2.725 |        3.909
       0.690 |        8.810 |        9.500
       1.141 |        0.965 |        2.106
       0.995 |        0.984 |        1.980
       0.150 |        1.015 |        1.165
       0.984 |        1.020 |        2.004
       0.068 |        0.938 |        1.005
       0.075 |        1.009 |        1.085
       0.071 |        1.013 |        1.084
       1.492 |        0.931 |        2.423
       1.202 |        0.829 |        2.030
       0.614 |        0.973 |        1.587
       2.916 |        7.676 |       10.592
       0.165 |        1.027 |        1.193
       0.859 |        0.689 |        1.548
       1.728 |        0.716 |        2.444
       0.132 |        0.686 |        0.819
       1.541 |        0.724 |        2.266
       4.063 |        0.689 |        4.753
       2.625 |        0.747 |        3.373
       0.159 |        0.767 |        0.926
       0.159 |        0.723 |        0.882
       0.124 |        0.523 |        0.646
       0.162 |        1.134 |        1.297
       0.080 |        0.930 |        1.010
       0.128 |        1.159 |        1.287
       1.253 |        1.081 |        2.334
       2.402 |        1.049 |        3.450
       0.073 |        0.894 |        0.968
       0.119 |        2.009 |        2.128
       0.083 |        1.068 |        1.151
       0.162 |        2.372 |        2.534
       0.165 |        1.027 |        1.192
       0.135 |        0.881 |        1.017
       0.136 |        0.760 |        0.896
       0.922 |        0.676 |        1.597
       0.171 |        1.045 |        1.217
       0.697 |        0.893 |        1.589
       0.156 |        0.901 |        1.057
       0.163 |        1.014 |        1.177
       1.088 |        0.786 |        1.874
       0.849 |        0.708 |        1.557
       0.325 |        0.757 |        1.082
       2.337 |        0.693 |        3.030
       1.768 |        0.732 |        2.500
       0.071 |        0.896 |        0.967
       0.297 |        0.897 |        1.194
       0.611 |        0.836 |        1.447
       0.170 |        4.231 |        4.401
       6.574 |        0.904 |        7.478
       6.708 |        0.865 |        7.573
       6.660 |        0.895 |        7.555
       0.077 |        4.825 |        4.902
       7.801 |        0.812 |        8.613
       5.172 |        0.890 |        6.063
       5.174 |        0.887 |        6.061
       0.063 |        0.769 |        0.831
       1.353 |        0.703 |        2.057
       1.660 |        0.737 |        2.397
       0.591 |       11.512 |       12.104
       0.113 |        0.867 |        0.980
       0.641 |        0.809 |        1.450
       1.022 |        0.741 |        1.763
       1.395 |        0.814 |        2.209
       0.770 |        0.753 |        1.523
       0.170 |        0.965 |        1.134
       0.149 |        0.770 |        0.920
       0.183 |        1.044 |        1.226
       0.178 |        0.964 |        1.142
       0.095 |        1.342 |        1.436
       0.127 |        2.967 |        3.095
       0.132 |        1.027 |        1.158
       0.170 |        1.379 |        1.549
       0.093 |        0.938 |        1.030
       1.018 |        0.866 |        1.884
       0.152 |        0.822 |        0.974
       0.067 |        0.769 |        0.836
       0.113 |        1.791 |        1.904
       0.140 |        1.161 |        1.301
       0.173 |        1.172 |        1.345
       1.119 |        0.983 |        2.102
       0.104 |        1.337 |        1.441
       1.710 |        1.222 |        2.931
       2.158 |        1.259 |        3.417
       1.398 |        1.305 |        2.702
